GameID,Gender,Season,DayNum,GameType,isRegularSeason,isTourney,HasBoxscore,WTeamID,LTeamID,WScore,LScore,ScoreDiff,TotalScore,WLoc,NeutralSite,WHome,WAway,LHome,LAway,NumOT,WSeed,WSeedNum,WSeedRegion,LSeed,LSeedNum,LSeedRegion,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
W_2011_63_3229_3296,W,2011,63,RegularSeason,1,0,1,3229,3296,73,51,22,124,A,0,0,1,1,0,0,,,,,,,25,52,6,12,17,18,9,28,8,13,8,6,16,18,54,4,11,11,16,10,18,6,13,9,2,15
W_2011_63_3242_3282,W,2011,63,RegularSeason,1,0,1,3242,3282,56,41,15,97,H,0,1,0,0,1,0,,,,,,,21,52,1,5,13,26,14,36,12,19,7,1,12,17,60,1,11,6,18,13,26,6,15,8,10,22
W_2011_63_3244_3367,W,2011,63,RegularSeason,1,0,1,3367,3244,75,67,8,142,A,0,0,1,1,0,0,,,,,,,24,57,3,9,24,25,6,36,15,34,11,3,22,21,70,3,11,22,31,18,27,12,27,22,5,23
W_2011_63_3252_3391,W,2011,63,RegularSeason,1,0,1,3252,3391,73,72,1,145,A,0,0,1,1,0,1,,,,Y16,16,Y,25,71,14,31,9,12,13,25,19,16,6,3,11,28,62,5,11,11,16,11,34,15,20,6,3,16
W_2011_63_3300_3314,W,2011,63,RegularSeason,1,0,1,3314,3300,97,40,57,137,H,0,1,0,0,1,0,X05,5,X,,,,37,81,6,19,17,26,23,33,24,13,8,13,11,15,60,0,9,10,13,14,23,8,27,6,1,21
W_2011_63_3347_3421,W,2011,63,RegularSeason,1,0,1,3347,3421,81,69,12,150,A,0,0,1,1,0,0,,,,,,,34,64,5,11,8,13,13,19,21,12,10,2,20,23,51,5,15,18,27,12,22,14,18,8,3,17
W_2011_63_3350_3438,W,2011,63,RegularSeason,1,0,1,3438,3350,75,62,13,137,H,0,1,0,0,1,0,,,,,,,26,62,3,8,20,31,16,30,14,14,10,2,13,25,63,6,14,6,9,11,27,15,20,5,5,21
W_2011_63_3357_3447,W,2011,63,RegularSeason,1,0,1,3357,3447,70,52,18,122,H,0,1,0,0,1,0,,,,,,,26,64,8,22,10,15,9,18,12,10,12,2,21,17,43,1,5,17,24,11,31,11,28,1,2,13
W_2011_63_3368_3408,W,2011,63,RegularSeason,1,0,1,3408,3368,85,57,28,142,H,0,1,0,0,1,0,,,,,,,32,60,5,14,16,26,13,27,24,14,14,10,20,20,58,5,13,12,23,17,20,13,19,6,0,19
W_2011_63_3374_3448,W,2011,63,RegularSeason,1,0,1,3448,3374,66,49,17,115,H,0,1,0,0,1,0,,,,,,,27,65,4,19,8,18,20,33,17,18,10,11,14,17,60,6,21,9,12,12,22,11,18,11,5,14
W_2011_63_3392_3420,W,2011,63,RegularSeason,1,0,1,3420,3392,65,52,13,117,A,0,0,1,1,0,0,,,,,,,22,46,4,9,17,26,5,31,13,14,4,4,14,19,63,4,10,10,14,16,24,8,15,7,1,21
W_2011_63_3422_3441,W,2011,63,RegularSeason,1,0,1,3422,3441,56,50,6,106,A,0,0,1,1,0,0,,,,,,,23,56,5,18,5,9,12,22,8,20,13,4,12,20,56,3,13,7,11,15,24,5,22,9,3,12
W_2011_64_3105_3212,W,2011,64,RegularSeason,1,0,1,3105,3212,61,55,6,116,H,0,1,0,0,1,1,,,,,,,22,69,4,11,13,23,20,24,7,19,12,2,16,22,56,2,9,9,14,13,32,7,28,8,7,23
W_2011_64_3106_3238,W,2011,64,RegularSeason,1,0,1,3238,3106,64,60,4,124,A,0,0,1,1,0,0,,,,,,,22,62,5,15,15,29,20,26,13,17,10,8,24,19,62,4,12,18,32,23,30,9,20,7,6,23
W_2011_64_3107_3306,W,2011,64,RegularSeason,1,0,1,3107,3306,62,56,6,118,H,0,1,0,0,1,1,,,,,,,20,66,4,21,18,25,23,23,7,16,14,2,17,19,54,4,18,14,18,14,26,12,22,4,2,18
W_2011_64_3108_3341,W,2011,64,RegularSeason,1,0,1,3341,3108,49,44,5,93,A,0,0,1,1,0,0,W16,16,W,,,,16,43,3,11,14,19,5,28,9,24,10,3,17,14,57,0,9,16,24,20,24,4,25,10,0,16
W_2011_64_3115_3290,W,2011,64,RegularSeason,1,0,1,3290,3115,82,60,22,142,A,0,0,1,1,0,0,,,,,,,27,60,5,16,23,27,18,25,12,18,16,1,22,19,42,5,6,17,35,10,17,11,28,7,2,17
W_2011_64_3145_3389,W,2011,64,RegularSeason,1,0,1,3145,3389,60,56,4,116,H,0,1,0,0,1,0,,,,,,,16,46,5,16,23,32,14,23,9,20,10,3,20,18,55,1,7,19,26,18,22,10,20,8,2,21
W_2011_64_3151_3202,W,2011,64,RegularSeason,1,0,1,3151,3202,85,69,16,154,H,0,1,0,0,1,0,,,,,,,32,62,7,21,14,15,16,24,18,14,10,5,16,25,54,6,16,13,17,9,15,13,16,6,6,14
W_2011_64_3160_3315,W,2011,64,RegularSeason,1,0,1,3160,3315,67,56,11,123,H,0,1,0,0,1,0,,,,,,,25,59,8,28,9,14,17,26,13,27,11,5,17,20,54,4,13,12,15,10,21,11,26,18,4,17
W_2011_64_3171_3348,W,2011,64,RegularSeason,1,0,1,3348,3171,69,66,3,135,H,0,1,0,0,1,2,,,,,,,26,66,3,10,14,22,15,32,18,21,9,4,13,27,66,7,20,5,6,8,28,10,22,9,7,22
W_2011_64_3181_3246,W,2011,64,RegularSeason,1,0,1,3181,3246,54,48,6,102,H,0,1,0,0,1,0,Z02,2,Z,X04,4,X,18,69,3,14,15,26,27,25,7,16,14,6,18,18,46,3,15,9,18,8,29,8,23,4,8,19
W_2011_64_3193_3310,W,2011,64,RegularSeason,1,0,1,3193,3310,68,38,30,106,A,0,0,1,1,0,0,,,,,,,24,51,7,16,13,18,7,29,16,12,8,3,11,16,57,1,7,5,9,13,23,8,16,4,6,20
W_2011_64_3207_3393,W,2011,64,RegularSeason,1,0,1,3207,3393,80,62,18,142,H,0,1,0,0,1,0,Z05,5,Z,,,,27,63,10,23,16,24,16,20,20,22,16,3,23,21,49,3,14,17,26,12,22,8,31,8,5,20
W_2011_64_3222_3249,W,2011,64,RegularSeason,1,0,1,3249,3222,69,60,9,129,H,0,1,0,0,1,0,,,,W08,8,W,22,47,5,17,20,27,10,23,12,25,7,5,14,22,61,6,13,10,12,17,18,15,26,11,1,23
W_2011_64_3224_3298,W,2011,64,RegularSeason,1,0,1,3298,3224,58,45,13,103,H,0,1,0,0,1,0,Z14,14,Z,,,,21,50,8,17,8,14,14,27,19,15,6,5,8,18,53,2,10,7,10,10,17,9,11,8,4,9
W_2011_64_3233_3265,W,2011,64,RegularSeason,1,0,1,3265,3233,73,43,30,116,H,0,1,0,0,1,0,Z10,10,Z,,,,26,60,9,22,12,17,11,33,16,9,9,3,16,15,59,6,27,7,14,14,27,8,17,5,2,17
W_2011_64_3235_3295,W,2011,64,RegularSeason,1,0,1,3235,3295,80,51,29,131,H,0,1,0,0,1,0,Z07,7,Z,,,,30,56,7,20,13,18,14,38,18,16,1,3,9,18,59,9,25,6,9,4,16,9,8,3,0,18
W_2011_64_3237_3293,W,2011,64,RegularSeason,1,0,1,3293,3237,71,42,29,113,H,0,1,0,0,1,0,,,,,,,27,53,9,19,8,11,9,35,19,18,7,3,15,14,57,4,15,10,13,11,18,10,15,5,0,12
W_2011_64_3247_3343,W,2011,64,RegularSeason,1,0,1,3343,3247,94,51,43,145,H,0,1,0,0,1,0,Z12,12,Z,,,,35,64,12,23,12,18,13,28,23,16,17,3,15,18,63,3,19,12,15,19,19,10,25,12,2,14
W_2011_64_3254_3384,W,2011,64,RegularSeason,1,0,1,3384,3254,63,60,3,123,A,0,0,1,1,0,0,Z13,13,Z,,,,23,64,8,22,9,13,10,23,12,13,7,4,15,23,61,1,8,13,15,16,32,10,22,7,4,13
W_2011_64_3257_3385,W,2011,64,RegularSeason,1,0,1,3257,3385,84,73,11,157,N,1,0,0,0,0,0,X07,7,X,X09,9,X,31,66,10,23,12,15,12,22,18,19,11,2,20,27,55,3,11,16,23,9,23,15,23,10,0,19
W_2011_64_3259_3351,W,2011,64,RegularSeason,1,0,1,3259,3351,68,59,9,127,A,0,0,1,1,0,0,,,,,,,28,60,7,18,5,8,9,31,12,12,7,3,12,26,68,4,15,3,9,14,25,11,12,5,3,16
W_2011_64_3264_3373,W,2011,64,RegularSeason,1,0,1,3373,3264,51,44,7,95,A,0,0,1,1,0,0,,,,,,,17,46,5,15,12,14,15,22,11,19,4,0,15,15,43,3,19,11,14,9,15,9,15,13,3,14
W_2011_64_3291_3346,W,2011,64,RegularSeason,1,0,1,3346,3291,77,65,12,142,H,0,1,0,0,1,0,,,,,,,24,57,1,11,28,36,14,21,15,16,16,3,19,23,54,7,18,12,19,14,22,18,25,11,3,24
W_2011_64_3329_3436,W,2011,64,RegularSeason,1,0,1,3329,3436,79,33,46,112,H,0,1,0,0,1,0,,,,,,,33,70,3,20,10,15,21,27,18,12,13,5,13,12,51,2,23,7,11,13,20,11,25,6,1,11
W_2011_64_3359_3459,W,2011,64,RegularSeason,1,0,1,3359,3459,79,62,17,141,H,0,1,0,0,1,0,W14,14,W,,,,31,54,6,18,11,17,7,26,16,15,7,0,15,25,58,3,15,9,13,9,21,8,16,8,4,15
W_2011_64_3380_3411,W,2011,64,RegularSeason,1,0,1,3380,3411,66,57,9,123,H,0,1,0,0,1,0,,,,,,,24,62,0,10,18,21,21,19,16,11,11,3,16,21,46,5,13,10,20,12,19,14,20,4,6,15
W_2011_64_3401_3419,W,2011,64,RegularSeason,1,0,1,3401,3419,105,57,48,162,H,0,1,0,0,1,0,W02,2,W,,,,39,63,4,11,23,31,9,22,24,13,19,5,17,19,51,8,14,11,18,14,19,11,36,6,2,26
W_2011_65_3102_3428,W,2011,65,RegularSeason,1,0,1,3428,3102,77,40,37,117,H,0,1,0,0,1,0,Y15,15,Y,,,,27,57,5,16,18,26,8,30,17,13,11,2,18,12,47,1,8,15,23,8,28,7,25,5,1,23
W_2011_65_3103_3138,W,2011,65,RegularSeason,1,0,1,3138,3103,61,45,16,106,A,0,0,1,1,0,0,,,,,,,23,60,2,12,13,17,16,30,13,19,7,3,16,17,58,5,21,6,12,12,21,10,15,9,3,19
W_2011_65_3111_3158,W,2011,65,RegularSeason,1,0,1,3111,3158,78,62,16,140,H,0,1,0,0,1,0,,,,,,,31,69,5,14,11,19,18,27,21,14,12,8,18,17,58,6,19,22,26,17,24,10,24,7,3,14
W_2011_65_3117_3198,W,2011,65,RegularSeason,1,0,1,3117,3198,62,61,1,123,A,0,0,1,1,0,0,,,,,,,24,60,4,12,10,13,18,19,15,17,9,3,12,26,51,2,11,7,7,5,18,13,17,12,4,11
W_2011_65_3123_3405,W,2011,65,RegularSeason,1,0,1,3405,3123,63,46,17,109,H,0,1,0,0,1,0,,,,,,,23,52,3,10,14,26,13,23,10,19,15,4,17,16,51,3,15,11,14,13,22,8,27,7,0,21
W_2011_65_3125_3391,W,2011,65,RegularSeason,1,0,1,3125,3391,59,45,14,104,A,0,0,1,1,0,0,,,,Y16,16,Y,17,51,8,23,17,21,14,29,14,21,9,4,13,15,58,4,16,11,13,15,22,6,21,12,4,18
W_2011_65_3132_3325,W,2011,65,RegularSeason,1,0,1,3132,3325,66,54,12,120,A,0,0,1,1,0,0,Y12,12,Y,,,,21,54,8,22,16,21,13,22,10,14,7,5,19,21,59,2,11,10,12,18,23,9,18,9,3,18
W_2011_65_3136_3284,W,2011,65,RegularSeason,1,0,1,3284,3136,57,39,18,96,N,1,0,0,0,0,0,,,,,,,19,55,7,17,12,16,11,22,11,13,13,3,14,13,44,1,8,12,15,11,27,6,27,5,4,15
W_2011_65_3140_3424,W,2011,65,RegularSeason,1,0,1,3140,3424,75,64,11,139,H,0,1,0,0,1,0,,,,,,,25,58,8,26,17,23,12,26,22,11,9,2,20,16,49,7,16,25,34,13,24,11,16,5,1,18
W_2011_65_3141_3444,W,2011,65,RegularSeason,1,0,1,3141,3444,72,62,10,134,A,0,0,1,1,0,0,,,,,,,25,55,5,14,17,28,7,23,8,13,9,2,19,22,62,5,17,13,19,18,29,15,22,5,2,22
W_2011_65_3144_3316,W,2011,65,RegularSeason,1,0,1,3144,3316,80,73,7,153,H,0,1,0,0,1,2,,,,,,,31,71,8,19,10,20,19,35,21,26,10,3,17,26,77,8,23,13,17,19,26,15,23,15,5,19
W_2011_65_3153_3378,W,2011,65,RegularSeason,1,0,1,3153,3378,57,56,1,113,A,0,0,1,1,0,0,,,,,,,19,50,7,19,12,18,14,21,10,12,6,2,13,22,62,3,11,9,10,20,20,14,12,5,5,15
W_2011_65_3161_3461,W,2011,65,RegularSeason,1,0,1,3461,3161,83,43,40,126,H,0,1,0,0,1,0,,,,,,,30,57,10,25,13,15,10,31,23,8,5,6,10,18,55,1,12,6,7,7,18,7,12,5,3,14
W_2011_65_3162_3248,W,2011,65,RegularSeason,1,0,1,3248,3162,64,63,1,127,A,0,0,1,1,0,0,,,,,,,24,56,3,11,13,22,14,31,14,23,9,8,25,19,53,4,11,21,31,8,23,12,17,10,5,18
W_2011_65_3163_3437,W,2011,65,RegularSeason,1,0,1,3163,3437,81,35,46,116,H,0,1,0,0,1,0,Z01,1,Z,,,,30,52,6,12,15,19,12,35,17,14,7,2,8,11,50,9,38,4,4,4,12,11,14,7,2,17
W_2011_65_3168_3414,W,2011,65,RegularSeason,1,0,1,3414,3168,70,65,5,135,A,0,0,1,1,0,0,,,,,,,22,57,3,18,23,34,11,26,10,14,5,3,14,24,63,5,21,12,14,13,30,14,19,6,2,24
W_2011_65_3169_3253,W,2011,65,RegularSeason,1,0,1,3253,3169,64,50,14,114,A,0,0,1,1,0,0,,,,,,,26,70,6,23,6,7,14,31,16,18,13,5,21,18,69,2,12,12,17,22,30,14,24,9,3,11
W_2011_65_3172_3441,W,2011,65,RegularSeason,1,0,1,3441,3172,60,48,12,108,H,0,1,0,0,1,0,,,,,,,20,51,7,17,13,19,14,21,9,12,9,4,18,13,41,5,14,17,20,9,20,9,19,8,3,21
W_2011_65_3176_3443,W,2011,65,RegularSeason,1,0,1,3176,3443,51,50,1,101,A,0,0,1,1,0,0,,,,,,,22,46,3,8,4,7,8,22,15,18,5,1,18,17,51,3,9,13,18,14,17,8,15,10,3,14
W_2011_65_3177_3344,W,2011,65,RegularSeason,1,0,1,3177,3344,71,38,33,109,H,0,1,0,0,1,0,Z03,3,Z,,,,30,59,6,15,5,10,11,28,20,18,16,3,13,15,52,2,13,6,9,10,21,8,24,7,2,10
W_2011_65_3182_3338,W,2011,65,RegularSeason,1,0,1,3182,3338,70,62,8,132,H,0,1,0,0,1,0,,,,,,,23,66,4,12,20,25,17,30,12,15,12,3,20,21,54,4,8,16,21,6,29,11,21,3,12,18
W_2011_65_3185_3296,W,2011,65,RegularSeason,1,0,1,3185,3296,79,63,16,142,A,0,0,1,1,0,0,,,,,,,22,61,12,23,23,29,19,23,12,16,10,4,17,23,47,8,15,9,15,4,24,18,22,8,2,18
W_2011_65_3190_3244,W,2011,65,RegularSeason,1,0,1,3190,3244,73,61,12,134,A,0,0,1,1,0,0,,,,,,,24,62,6,15,19,24,13,27,14,18,11,3,16,22,69,4,18,13,18,22,28,14,25,10,8,20
W_2011_65_3194_3375,W,2011,65,RegularSeason,1,0,1,3375,3194,65,53,12,118,A,0,0,1,1,0,0,,,,,,,27,66,2,16,9,17,12,37,7,13,4,2,11,18,68,6,27,11,13,13,33,9,14,8,2,21
W_2011_65_3195_3252,W,2011,65,RegularSeason,1,0,1,3195,3252,75,57,18,132,H,0,1,0,0,1,0,,,,,,,28,66,13,40,6,11,12,36,19,13,10,1,15,20,63,8,22,9,12,8,30,9,14,5,2,17
W_2011_65_3204_3422,W,2011,65,RegularSeason,1,0,1,3422,3204,55,51,4,106,H,0,1,0,0,1,0,,,,,,,21,57,4,17,9,11,9,28,6,15,13,2,17,18,58,3,16,12,18,15,27,11,19,7,2,13
W_2011_65_3216_3263,W,2011,65,RegularSeason,1,0,1,3216,3263,73,43,30,116,H,0,1,0,0,1,0,Z16,16,Z,,,,25,50,9,16,14,19,7,32,19,20,7,1,20,14,55,1,6,14,20,12,22,2,21,8,1,19
W_2011_65_3221_3269,W,2011,65,RegularSeason,1,0,1,3269,3221,75,50,25,125,H,0,1,0,0,1,0,,,,,,,25,61,11,25,14,16,17,28,20,21,14,4,15,18,63,3,17,11,16,20,18,14,21,9,3,15
W_2011_65_3231_3326,W,2011,65,RegularSeason,1,0,1,3326,3231,83,65,18,148,H,0,1,0,0,1,0,Y04,4,Y,,,,30,63,4,16,19,27,19,27,17,15,6,2,17,23,63,3,20,16,23,16,20,6,16,6,0,20
W_2011_65_3234_3278,W,2011,65,RegularSeason,1,0,1,3234,3278,63,57,6,120,A,0,0,1,1,0,0,X06,6,X,,,,20,54,6,20,17,20,16,25,15,13,5,6,14,24,61,4,12,5,11,16,20,14,11,5,4,21
W_2011_65_3245_3275,W,2011,65,RegularSeason,1,0,1,3245,3275,76,62,14,138,H,0,1,0,0,1,0,,,,,,,26,59,2,10,22,32,15,31,17,20,8,1,22,23,61,2,16,14,23,13,22,14,20,7,6,27
W_2011_65_3266_3323,W,2011,65,RegularSeason,1,0,1,3323,3266,73,55,18,128,A,0,0,1,1,0,0,Y02,2,Y,Y08,8,Y,27,57,4,12,15,18,13,26,13,18,14,5,22,19,56,5,17,12,20,18,17,14,24,9,2,16
W_2011_65_3271_3366,W,2011,65,RegularSeason,1,0,1,3366,3271,71,50,21,121,H,0,1,0,0,1,0,,,,,,,25,57,2,13,19,30,14,33,16,15,10,6,16,15,55,4,22,16,20,11,26,6,18,6,2,24
W_2011_65_3273_3367,W,2011,65,RegularSeason,1,0,1,3367,3273,70,64,6,134,A,0,0,1,1,0,0,,,,,,,24,70,5,23,17,26,21,33,12,25,13,0,19,25,66,3,14,11,20,14,32,10,25,11,7,20
W_2011_65_3281_3462,W,2011,65,RegularSeason,1,0,1,3462,3281,83,51,32,134,H,0,1,0,0,1,0,X02,2,X,,,,29,67,10,24,15,22,19,26,19,10,10,5,11,20,59,4,13,7,10,14,24,15,19,4,7,13
W_2011_65_3292_3317,W,2011,65,RegularSeason,1,0,1,3292,3317,83,63,20,146,H,0,1,0,0,1,0,W11,11,W,,,,26,53,8,19,23,37,13,27,17,23,7,0,20,23,57,1,9,16,23,9,22,15,22,12,1,32
W_2011_65_3361_3395,W,2011,65,RegularSeason,1,0,1,3395,3361,49,47,2,96,A,0,0,1,1,0,0,,,,,,,20,65,1,15,8,10,20,28,10,13,9,4,11,19,47,3,13,6,10,3,26,12,16,8,12,15
W_2011_65_3371_3452,W,2011,65,RegularSeason,1,0,1,3452,3371,67,46,21,113,A,0,0,1,1,0,0,W09,9,W,,,,26,56,4,14,11,17,16,29,10,23,11,13,17,15,54,5,8,11,17,14,14,10,21,9,3,18
W_2011_65_3394_3410,W,2011,65,RegularSeason,1,0,1,3394,3410,84,70,14,154,H,0,1,0,0,1,0,,,,,,,21,51,6,14,36,42,13,30,11,13,4,4,16,23,69,3,15,21,24,16,22,14,9,9,4,27
W_2011_65_3407_3418,W,2011,65,RegularSeason,1,0,1,3418,3407,73,63,10,136,H,0,1,0,0,1,0,,,,,,,27,66,1,12,18,25,14,29,16,13,5,1,18,22,55,3,8,16,21,8,30,6,18,3,0,16
W_2011_66_3104_3397,W,2011,66,RegularSeason,1,0,1,3397,3104,110,45,65,155,H,0,1,0,0,1,0,Y01,1,Y,,,,35,66,9,18,31,37,14,40,23,9,5,12,17,16,82,4,21,9,12,28,21,6,17,4,4,29
W_2011_66_3105_3238,W,2011,66,RegularSeason,1,0,1,3105,3238,66,62,4,128,H,0,1,0,0,1,0,,,,,,,18,60,0,12,30,35,22,33,11,18,5,2,23,21,57,0,9,20,28,7,22,10,10,8,2,24
W_2011_66_3106_3212,W,2011,66,RegularSeason,1,0,1,3212,3106,58,48,10,106,A,0,0,1,1,0,0,,,,,,,16,45,4,12,22,32,10,32,6,17,7,2,23,16,53,4,18,12,19,10,24,6,20,10,6,21
W_2011_66_3108_3411,W,2011,66,RegularSeason,1,0,1,3108,3411,66,58,8,124,H,0,1,0,0,1,0,,,,,,,24,65,1,8,17,20,18,24,9,17,9,1,13,24,54,3,11,7,10,8,24,13,22,5,7,20
W_2011_66_3112_3390,W,2011,66,RegularSeason,1,0,1,3390,3112,87,54,33,141,H,0,1,0,0,1,0,X01,1,X,,,,36,68,5,14,10,14,16,34,20,15,11,4,11,23,67,4,20,4,13,16,19,6,18,5,1,15
W_2011_66_3113_3143,W,2011,66,RegularSeason,1,0,1,3143,3113,67,55,12,122,H,0,1,0,0,1,0,,,,Y07,7,Y,26,52,0,3,15,22,14,25,16,15,3,2,16,22,59,1,13,10,13,13,12,16,13,3,2,20
W_2011_66_3116_3246,W,2011,66,RegularSeason,1,0,1,3116,3246,78,67,11,145,H,0,1,0,0,1,0,,,,X04,4,X,29,57,2,8,18,24,8,33,11,19,6,11,21,19,67,4,15,25,35,20,22,9,16,10,3,21
W_2011_66_3120_3196,W,2011,66,RegularSeason,1,0,1,3120,3196,73,56,17,129,N,1,0,0,0,0,0,,,,,,,25,50,5,8,18,24,11,23,16,15,9,4,13,22,53,5,11,7,10,10,15,13,17,10,1,21
W_2011_66_3122_3404,W,2011,66,RegularSeason,1,0,1,3404,3122,78,54,24,132,H,0,1,0,0,1,0,Z15,15,Z,,,,28,61,11,25,11,12,12,32,14,20,10,2,14,20,66,6,21,8,12,16,22,11,19,8,6,14
W_2011_66_3127_3392,W,2011,66,RegularSeason,1,0,1,3127,3392,63,43,20,106,H,0,1,0,0,1,0,,,,,,,22,65,4,15,15,20,18,42,11,14,5,2,15,16,69,4,22,7,10,13,29,3,12,6,2,19
W_2011_66_3129_3429,W,2011,66,RegularSeason,1,0,1,3429,3129,69,57,12,126,H,0,1,0,0,1,0,,,,,,,25,57,2,11,17,24,9,34,17,20,14,14,17,23,72,3,24,8,11,16,28,16,20,6,4,22
W_2011_66_3130_3217,W,2011,66,RegularSeason,1,0,1,3130,3217,80,78,2,158,H,0,1,0,0,1,0,,,,,,,30,69,2,12,18,22,21,21,17,14,6,5,13,30,60,7,14,11,15,9,20,8,14,7,5,17
W_2011_66_3131_3306,W,2011,66,RegularSeason,1,0,1,3131,3306,63,43,20,106,A,0,0,1,1,0,0,,,,,,,24,58,8,23,7,11,9,26,12,12,5,2,12,15,51,6,21,7,14,13,28,10,20,4,4,12
W_2011_66_3133_3455,W,2011,66,RegularSeason,1,0,1,3133,3455,68,49,19,117,N,1,0,0,0,0,0,,,,,,,22,46,4,11,20,25,9,37,15,28,10,5,17,19,64,4,17,7,14,12,19,9,20,17,4,21
W_2011_66_3135_3312,W,2011,66,RegularSeason,1,0,1,3312,3135,63,61,2,124,A,0,0,1,1,0,0,,,,,,,21,46,6,21,15,24,5,27,10,21,5,6,13,24,66,3,14,10,12,17,25,16,16,5,0,18
W_2011_66_3139_3460,W,2011,66,RegularSeason,1,0,1,3139,3460,70,58,12,128,A,0,0,1,1,0,0,,,,,,,25,54,8,22,12,16,11,26,14,16,6,1,15,23,64,5,25,7,11,15,21,12,12,3,2,19
W_2011_66_3142_3334,W,2011,66,RegularSeason,1,0,1,3142,3334,84,74,10,158,H,0,1,0,0,1,0,,,,,,,34,66,3,7,13,15,14,22,19,12,12,1,13,28,57,9,18,9,12,9,19,15,20,5,3,14
W_2011_66_3155_3301,W,2011,66,RegularSeason,1,0,1,3155,3301,76,74,2,150,A,0,0,1,1,0,0,,,,,,,30,68,9,22,7,14,15,28,13,17,7,9,18,27,76,6,18,14,20,24,28,18,16,6,4,16
W_2011_66_3156_3454,W,2011,66,RegularSeason,1,0,1,3156,3454,77,60,17,137,H,0,1,0,0,1,0,,,,,,,29,66,6,17,13,20,16,18,18,13,13,3,17,22,52,3,13,13,23,15,23,10,24,4,1,15
W_2011_66_3165_3377,W,2011,66,RegularSeason,1,0,1,3377,3165,60,45,15,105,A,0,0,1,1,0,0,,,,,,,20,55,8,25,12,21,19,28,10,17,11,5,18,15,46,4,15,11,17,7,21,13,19,5,3,16
W_2011_66_3166_3191,W,2011,66,RegularSeason,1,0,1,3166,3191,81,55,26,136,A,0,0,1,1,0,0,,,,,,,33,58,9,17,6,7,9,22,20,12,11,2,18,20,47,3,11,12,18,8,17,12,19,5,1,9
W_2011_66_3170_3286,W,2011,66,RegularSeason,1,0,1,3286,3170,106,55,51,161,H,0,1,0,0,1,0,,,,,,,41,86,10,26,14,22,24,42,27,17,14,2,14,21,72,6,34,7,10,11,25,10,23,9,3,19
W_2011_66_3174_3318,W,2011,66,RegularSeason,1,0,1,3174,3318,61,51,10,112,A,0,0,1,1,0,0,,,,,,,24,55,1,2,12,18,18,21,8,17,11,2,14,19,48,7,22,6,8,9,17,12,18,8,3,18
W_2011_66_3178_3434,W,2011,66,RegularSeason,1,0,1,3178,3434,68,52,16,120,H,0,1,0,0,1,0,,,,,,,24,56,10,29,10,17,9,22,22,12,10,0,11,20,58,5,20,7,9,14,27,12,19,4,1,16
W_2011_66_3179_3356,W,2011,66,RegularSeason,1,0,1,3179,3356,70,57,13,127,A,0,0,1,1,0,0,,,,,,,24,57,3,8,19,26,15,33,11,13,4,3,13,22,60,7,21,6,11,9,22,9,12,6,6,22
W_2011_66_3180_3209,W,2011,66,RegularSeason,1,0,1,3180,3209,56,46,10,102,H,0,1,0,0,1,0,,,,,,,22,59,9,27,3,6,14,19,16,12,7,2,8,17,48,6,19,6,7,13,25,13,20,6,2,10
W_2011_66_3181_3268,W,2011,66,RegularSeason,1,0,1,3181,3268,71,64,7,135,H,0,1,0,0,1,0,Z02,2,Z,Z04,4,Z,26,68,6,29,13,17,22,24,16,16,12,7,16,23,61,4,10,14,21,19,23,18,19,9,4,16
W_2011_66_3183_3188,W,2011,66,RegularSeason,1,0,1,3183,3188,84,78,6,162,A,0,0,1,1,0,1,,,,,,,29,60,4,18,22,33,15,28,18,22,7,3,24,27,67,9,19,15,23,15,22,18,18,10,1,25
W_2011_66_3184_3240,W,2011,66,RegularSeason,1,0,1,3240,3184,72,65,7,137,A,0,0,1,1,0,0,,,,,,,26,60,5,15,15,22,12,24,9,13,11,2,19,22,54,4,17,17,22,11,24,11,19,6,2,15
W_2011_66_3199_3439,W,2011,66,RegularSeason,1,0,1,3199,3439,79,48,31,127,A,0,0,1,1,0,0,W03,3,W,,,,31,57,5,10,12,22,13,30,20,17,10,2,16,18,51,4,16,8,19,10,21,10,20,5,6,16
W_2011_66_3202_3359,W,2011,66,RegularSeason,1,0,1,3359,3202,64,58,6,122,H,0,1,0,0,1,0,W14,14,W,,,,23,58,10,29,8,11,9,15,17,9,9,2,7,21,46,6,11,10,11,11,28,10,24,1,4,14
W_2011_66_3206_3330,W,2011,66,RegularSeason,1,0,1,3330,3206,70,66,4,136,H,0,1,0,0,1,0,,,,,,,24,49,2,10,20,32,14,23,14,19,14,3,24,21,55,3,15,21,31,19,18,8,23,8,2,22
W_2011_66_3210_3314,W,2011,66,RegularSeason,1,0,1,3210,3314,71,70,1,141,H,0,1,0,0,1,0,Y05,5,Y,X05,5,X,22,52,6,14,21,28,17,22,13,23,10,1,13,29,64,4,15,8,11,11,18,15,18,13,4,17
W_2011_66_3214_3448,W,2011,66,RegularSeason,1,0,1,3448,3214,62,49,13,111,H,0,1,0,0,1,0,,,,X13,13,X,21,52,4,12,16,20,17,24,15,17,8,4,12,18,53,4,13,9,14,13,15,6,15,10,6,15
