GameID,Gender,Season,DayNum,GameType,isRegularSeason,isTourney,HasBoxscore,WTeamID,LTeamID,WScore,LScore,ScoreDiff,TotalScore,WLoc,NeutralSite,WHome,WAway,LHome,LAway,NumOT,WSeed,WSeedNum,WSeedRegion,LSeed,LSeedNum,LSeedRegion,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,_row_order,_is_tournament
W_2011_140_3210_3326,W,2011,140,NCAATourney,0,1,1,3326,3210,67,60,7,127,H,0,1,0,0,1,0,Y04,4.0,Y,Y05,5.0,Y,25,42,3,10,14,18,5,26,15,21,7,6,8,28,72,2,17,2,2,18,16,10,13,14,1,20,10218,True
W_2011_140_3211_3417,W,2011,140,NCAATourney,0,1,1,3211,3417,89,75,14,164,H,0,1,0,0,1,0,X11,11.0,X,X03,3.0,X,29,52,4,11,27,33,6,27,23,16,11,0,13,28,64,4,14,15,20,13,20,17,16,11,1,23,10219,True
W_2011_140_3246_3314,W,2011,140,NCAATourney,0,1,1,3314,3246,86,74,12,160,N,1,0,0,0,0,0,X05,5.0,X,X04,4.0,X,28,58,3,7,27,30,15,40,19,22,6,8,21,28,81,5,23,13,17,15,16,10,8,8,3,23,10220,True
W_2011_140_3266_3397,W,2011,140,NCAATourney,0,1,1,3397,3266,79,70,9,149,H,0,1,0,0,1,0,Y01,1.0,Y,Y08,8.0,Y,30,58,5,12,14,19,11,29,13,11,6,9,12,27,67,8,18,8,13,14,20,12,11,5,3,17,10221,True
W_2011_140_3323_3396,W,2011,140,NCAATourney,0,1,1,3323,3396,77,64,13,141,N,1,0,0,0,0,0,Y02,2.0,Y,Y10,10.0,Y,28,54,5,11,16,25,12,30,21,19,9,7,20,22,61,8,13,12,25,15,19,9,15,12,1,19,10222,True
W_2011_140_3385_3390,W,2011,140,NCAATourney,0,1,1,3390,3385,75,49,26,124,H,0,1,0,0,1,0,X01,1.0,X,X09,9.0,X,31,58,6,16,7,11,13,28,19,13,3,6,8,22,60,1,7,4,7,11,14,11,9,7,1,14,10223,True
W_2011_141_3124_3452,W,2011,141,NCAATourney,0,1,1,3124,3452,82,68,14,150,H,0,1,0,0,1,0,W01,1.0,W,W09,9.0,W,25,49,4,9,28,35,9,29,12,15,3,10,16,25,60,7,17,11,17,10,17,12,15,6,2,27,10224,True
W_2011_141_3163_3345,W,2011,141,NCAATourney,0,1,1,3163,3345,64,40,24,104,H,0,1,0,0,1,0,Z01,1.0,Z,Z09,9.0,Z,22,62,6,20,14,17,23,32,15,16,5,7,15,14,54,3,17,9,12,10,20,6,12,6,9,20,10225,True
W_2011_141_3199_3208,W,2011,141,NCAATourney,0,1,1,3208,3199,61,59,2,120,N,1,0,0,0,0,0,W06,6.0,W,W03,3.0,W,24,66,8,19,5,8,15,21,9,12,11,0,18,19,54,8,19,13,23,18,27,14,19,5,2,13,10226,True
W_2011_141_3207_3268,W,2011,141,NCAATourney,0,1,1,3207,3268,79,57,22,136,A,0,0,1,1,0,0,Z05,5.0,Z,Z04,4.0,Z,21,52,13,25,24,28,13,25,14,17,9,3,23,18,57,3,16,18,26,19,21,11,20,8,1,21,10227,True
W_2011_141_3257_3462,W,2011,141,NCAATourney,0,1,1,3257,3462,85,75,10,160,A,0,0,1,1,0,0,X07,7.0,X,X02,2.0,X,28,53,9,16,20,25,8,20,11,12,20,4,16,27,54,14,30,7,12,10,18,19,24,7,8,19,10228,True
W_2011_141_3274_3328,W,2011,141,NCAATourney,0,1,1,3328,3274,88,83,5,171,N,1,0,0,0,0,0,Y06,6.0,Y,Y03,3.0,Y,29,68,11,29,19,22,17,28,22,18,8,2,14,32,73,8,23,11,15,15,24,16,15,9,3,20,10229,True
W_2011_141_3277_3453,W,2011,141,NCAATourney,0,1,1,3453,3277,65,56,9,121,N,1,0,0,0,0,0,W05,5.0,W,W04,4.0,W,21,44,5,8,18,25,4,21,14,19,13,2,15,22,59,6,18,6,9,18,22,14,25,10,2,22,10230,True
W_2011_141_3353_3401,W,2011,141,NCAATourney,0,1,1,3401,3353,70,48,22,118,N,1,0,0,0,0,0,W02,2.0,W,W07,7.0,W,24,52,7,15,15,18,12,22,13,14,10,9,13,19,53,4,12,6,9,13,17,13,20,8,5,17,10231,True
W_2011_145_3211_3257,W,2011,145,NCAATourney,0,1,1,3211,3257,76,69,7,145,N,1,0,0,0,0,0,X11,11.0,X,X07,7.0,X,25,57,2,7,24,28,10,23,12,13,13,3,15,30,67,4,16,5,9,17,23,13,19,8,1,19,10232,True
W_2011_145_3314_3390,W,2011,145,NCAATourney,0,1,1,3390,3314,72,65,7,137,N,1,0,0,0,0,0,X01,1.0,X,X05,5.0,X,27,75,4,21,14,18,19,28,12,7,4,5,13,24,71,6,13,11,14,20,30,8,13,4,6,14,10233,True
W_2011_145_3323_3328,W,2011,145,NCAATourney,0,1,1,3323,3328,78,53,25,131,N,1,0,0,0,0,0,Y02,2.0,Y,Y06,6.0,Y,28,59,9,18,13,18,14,33,24,24,14,4,13,23,55,1,11,6,9,2,22,14,24,7,3,17,10234,True
W_2011_145_3326_3397,W,2011,145,NCAATourney,0,1,1,3397,3326,85,75,10,160,N,1,0,0,0,0,0,Y01,1.0,Y,Y04,4.0,Y,36,77,3,8,10,16,20,26,20,9,5,3,12,31,62,7,16,6,8,5,24,20,13,3,9,17,10235,True
W_2011_146_3124_3453,W,2011,146,NCAATourney,0,1,1,3124,3453,86,76,10,162,H,0,1,0,0,1,0,W01,1.0,W,W05,5.0,W,33,56,5,10,15,21,13,21,18,18,9,10,14,25,65,12,28,14,18,21,13,20,18,12,2,21,10236,True
W_2011_146_3163_3207,W,2011,146,NCAATourney,0,1,1,3163,3207,68,63,5,131,N,1,0,0,0,0,0,Z01,1.0,Z,Z05,5.0,Z,24,62,8,24,12,17,19,25,20,18,8,2,10,24,62,10,27,5,10,16,21,13,16,9,5,17,10237,True
W_2011_146_3177_3181,W,2011,146,NCAATourney,0,1,1,3181,3177,70,63,7,133,N,1,0,0,0,0,0,Z02,2.0,Z,Z03,3.0,Z,24,62,1,10,21,29,19,24,14,13,11,2,16,22,55,9,21,10,14,11,23,15,19,7,5,23,10238,True
W_2011_146_3208_3401,W,2011,146,NCAATourney,0,1,1,3401,3208,79,38,41,117,H,0,1,0,0,1,0,W02,2.0,W,W06,6.0,W,28,64,10,20,13,17,17,34,16,9,7,5,14,15,60,4,19,4,13,16,22,10,14,4,7,13,10239,True
W_2011_147_3211_3390,W,2011,147,NCAATourney,0,1,1,3390,3211,83,60,23,143,N,1,0,0,0,0,0,X01,1.0,X,X11,11.0,X,31,54,9,20,12,20,13,36,14,18,1,2,12,23,68,6,21,8,10,11,14,12,6,6,1,12,10240,True
W_2011_147_3323_3397,W,2011,147,NCAATourney,0,1,1,3323,3397,73,59,14,132,N,1,0,0,0,0,0,Y02,2.0,Y,Y01,1.0,Y,25,56,5,11,18,22,10,24,17,16,11,1,16,22,67,4,19,11,17,22,24,11,19,8,0,20,10241,True
W_2011_148_3124_3401,W,2011,148,NCAATourney,0,1,1,3401,3124,58,46,12,104,A,0,0,1,1,0,0,W02,2.0,W,W01,1.0,W,21,61,2,17,14,20,12,24,9,13,11,2,16,15,48,1,6,15,25,12,27,7,20,2,4,18,10242,True
W_2011_148_3163_3181,W,2011,148,NCAATourney,0,1,1,3163,3181,75,40,35,115,N,1,0,0,0,0,0,Z01,1.0,Z,Z02,2.0,Z,32,54,4,10,7,10,7,33,24,17,13,4,14,15,59,5,18,5,7,11,16,8,19,11,0,15,10243,True
W_2011_153_3163_3323,W,2011,153,NCAATourney,0,1,1,3323,3163,72,63,9,135,N,1,0,0,0,0,0,Y02,2.0,Y,Z01,1.0,Z,27,52,4,8,14,22,12,27,10,16,6,1,13,25,59,6,18,7,13,10,17,16,12,9,3,19,10244,True
W_2011_153_3390_3401,W,2011,153,NCAATourney,0,1,1,3401,3390,63,62,1,125,N,1,0,0,0,0,0,W02,2.0,W,X01,1.0,X,23,65,7,20,10,10,13,16,10,12,7,5,19,23,46,3,6,13,19,10,29,13,22,8,8,18,10245,True
W_2011_155_3323_3401,W,2011,155,NCAATourney,0,1,1,3401,3323,76,70,6,146,N,1,0,0,0,0,0,W02,2.0,W,Y02,2.0,Y,29,53,2,7,16,23,10,22,14,18,8,4,21,24,52,2,10,20,26,11,18,10,16,10,3,19,10246,True
W_2012_138_3107_3401,W,2012,138,NCAATourney,0,1,1,3401,3107,69,47,22,116,H,0,1,0,0,1,0,Z03,3.0,Z,Z14,14.0,Z,27,58,7,12,8,18,11,22,13,15,11,8,15,19,60,3,10,6,16,23,25,8,24,8,3,19,15297,True
W_2012_138_3116_3173,W,2012,138,NCAATourney,0,1,1,3116,3173,72,55,17,127,N,1,0,0,0,0,0,Z06,6.0,Z,Z11,11.0,Z,26,66,6,14,14,18,16,31,17,8,7,1,12,21,59,8,28,5,10,9,28,16,12,2,5,18,15298,True
W_2012_138_3140_3177,W,2012,138,NCAATourney,0,1,1,3177,3140,59,55,4,114,N,1,0,0,0,0,0,W07,7.0,W,W10,10.0,W,23,54,3,11,10,17,7,25,7,15,14,3,11,20,59,6,24,9,10,14,29,17,20,8,5,18,15299,True
W_2012_138_3163_3341,W,2012,138,NCAATourney,0,1,1,3163,3341,83,47,36,130,H,0,1,0,0,1,0,Y01,1.0,Y,Y16,16.0,Y,27,59,7,16,22,24,18,27,20,15,11,8,12,19,54,4,14,5,8,9,14,7,17,6,3,18,15300,True
W_2012_138_3185_3376,W,2012,138,NCAATourney,0,1,1,3376,3185,80,48,32,128,N,1,0,0,0,0,0,X05,5.0,X,X12,12.0,X,32,60,5,19,11,14,11,27,22,17,11,11,18,16,60,0,3,16,22,16,20,10,17,6,3,12,15301,True
W_2012_138_3211_3353,W,2012,138,NCAATourney,0,1,1,3211,3353,86,73,13,159,H,0,1,0,0,1,0,Y11,11.0,Y,Y06,6.0,Y,26,61,9,19,25,33,17,27,15,19,12,2,16,26,63,7,21,14,24,15,21,14,19,8,2,25,15302,True
W_2012_138_3214_3390,W,2012,138,NCAATourney,0,1,1,3390,3214,73,51,22,124,N,1,0,0,0,0,0,X01,1.0,X,X16,16.0,X,29,50,6,12,9,14,8,36,21,19,5,7,15,20,63,2,12,9,17,10,15,8,6,14,1,11,15303,True
W_2012_138_3226_3274,W,2012,138,NCAATourney,0,1,1,3274,3226,70,41,29,111,N,1,0,0,0,0,0,Y03,3.0,Y,Y14,14.0,Y,24,52,3,13,19,28,18,27,10,20,12,4,16,13,52,3,20,12,17,13,15,6,20,9,6,18,15304,True
W_2012_138_3235_3453,W,2012,138,NCAATourney,0,1,1,3453,3235,71,57,14,128,A,0,0,1,1,0,0,Y07,7.0,Y,Y10,10.0,Y,25,57,11,29,10,13,6,16,17,13,20,2,20,17,37,9,21,14,19,7,27,13,30,6,2,16,15305,True
W_2012_138_3243_3343,W,2012,138,NCAATourney,0,1,1,3243,3343,67,64,3,131,N,1,0,0,0,0,0,Y08,8.0,Y,Y09,9.0,Y,25,54,5,15,12,14,7,22,16,10,2,4,14,26,61,3,12,9,12,16,24,8,14,5,0,10,15306,True
W_2012_138_3246_3270,W,2012,138,NCAATourney,0,1,1,3246,3270,68,62,6,130,N,1,0,0,0,0,0,Y02,2.0,Y,Y15,15.0,Y,25,63,2,17,16,28,22,36,15,20,6,8,25,21,70,2,9,18,25,18,22,9,13,12,2,21,15307,True
W_2012_138_3257_3277,W,2012,138,NCAATourney,0,1,1,3257,3277,67,55,12,122,N,1,0,0,0,0,0,Z07,7.0,Z,Z10,10.0,Z,24,59,4,15,15,19,16,24,15,12,9,4,9,25,61,3,16,2,6,13,21,14,14,7,3,17,15308,True
W_2012_138_3268_3298,W,2012,138,NCAATourney,0,1,1,3268,3298,59,44,15,103,H,0,1,0,0,1,0,Z02,2.0,Z,Z15,15.0,Z,22,58,4,10,11,14,12,34,13,11,5,1,9,18,59,6,25,2,2,7,26,10,10,4,1,13,15309,True
W_2012_138_3345_3355,W,2012,138,NCAATourney,0,1,1,3345,3355,83,68,15,151,H,0,1,0,0,1,0,X04,4.0,X,X13,13.0,X,32,64,11,22,8,11,11,19,23,7,13,9,16,22,55,10,21,14,18,14,19,14,15,4,3,12,15310,True
W_2012_138_3397_3404,W,2012,138,NCAATourney,0,1,1,3397,3404,72,49,23,121,N,1,0,0,0,0,0,W02,2.0,W,W15,15.0,W,28,70,10,27,6,10,18,34,15,8,8,10,9,19,66,4,20,7,8,13,26,12,8,3,4,12,15311,True
W_2012_138_3400_3452,W,2012,138,NCAATourney,0,1,1,3452,3400,68,55,13,123,N,1,0,0,0,0,0,X08,8.0,X,X09,9.0,X,24,50,6,14,14,18,11,31,17,18,5,4,19,19,68,5,14,12,20,22,19,9,11,11,2,19,15312,True
W_2012_139_3114_3174,W,2012,139,NCAATourney,0,1,1,3174,3114,73,42,31,115,N,1,0,0,0,0,0,W03,3.0,W,W14,14.0,W,28,63,7,12,10,15,13,27,12,7,7,4,13,16,52,2,12,8,15,13,26,6,19,1,5,15,15313,True
W_2012_139_3124_3364,W,2012,139,NCAATourney,0,1,1,3124,3364,81,40,41,121,N,1,0,0,0,0,0,W01,1.0,W,W16,16.0,W,27,46,4,8,23,36,12,28,15,13,6,5,11,16,60,2,14,6,7,15,15,9,16,4,1,25,15314,True
W_2012_139_3143_3234,W,2012,139,NCAATourney,0,1,1,3143,3234,84,74,10,158,N,1,0,0,0,0,0,Z08,8.0,Z,Z09,9.0,Z,30,66,3,16,21,30,19,22,18,11,13,4,16,30,59,5,14,9,10,7,22,18,18,9,4,21,15315,True
W_2012_139_3166_3385,W,2012,139,NCAATourney,0,1,1,3385,3166,69,67,2,136,N,1,0,0,0,0,0,X03,3.0,X,X14,14.0,X,24,48,2,4,19,25,9,25,9,16,9,3,12,24,53,7,21,12,12,4,20,17,14,10,2,16,15316,True
W_2012_139_3181_3359,W,2012,139,NCAATourney,0,1,1,3181,3359,82,47,35,129,N,1,0,0,0,0,0,X02,2.0,X,X15,15.0,X,28,54,4,11,22,25,10,31,15,13,6,4,14,17,53,7,25,6,7,6,17,9,18,5,3,16,15317,True
W_2012_139_3195_3382,W,2012,139,NCAATourney,0,1,1,3382,3195,72,65,7,137,N,1,0,0,0,0,1,Z05,5.0,Z,Z12,12.0,Z,24,55,3,12,21,29,6,30,4,12,4,0,22,20,56,7,26,18,24,9,29,9,14,4,3,23,15318,True
W_2012_139_3196_3326,W,2012,139,NCAATourney,0,1,1,3196,3326,70,65,5,135,N,1,0,0,0,0,0,W09,9.0,W,W08,8.0,W,26,74,9,21,9,13,20,26,14,10,3,2,12,28,59,4,11,5,10,6,29,13,13,7,11,12,15319,True
W_2012_139_3201_3207,W,2012,139,NCAATourney,0,1,1,3207,3201,61,56,5,117,N,1,0,0,0,0,0,W05,5.0,W,W12,12.0,W,22,59,5,10,12,19,12,23,10,14,11,1,15,18,53,7,29,13,19,13,28,13,19,7,1,17,15320,True
W_2012_139_3208_3265,W,2012,139,NCAATourney,0,1,1,3265,3208,76,70,6,146,N,1,0,0,0,0,0,Z13,13.0,Z,Z04,4.0,Z,24,46,7,15,21,25,5,26,8,17,4,2,9,27,67,10,24,6,8,15,20,8,14,13,2,21,15321,True
W_2012_139_3210_3357,W,2012,139,NCAATourney,0,1,1,3210,3357,76,50,26,126,N,1,0,0,0,0,0,W04,4.0,W,W13,13.0,W,27,51,8,12,14,19,11,20,13,19,12,3,13,20,51,5,18,5,11,9,16,15,20,10,0,18,15322,True
W_2012_139_3242_3304,W,2012,139,NCAATourney,0,1,1,3242,3304,57,49,8,106,N,1,0,0,0,0,0,W11,11.0,W,W06,6.0,W,25,66,2,13,5,10,17,28,7,13,6,3,14,20,61,1,19,8,9,14,28,7,15,4,5,14,15323,True
W_2012_139_3251_3323,W,2012,139,NCAATourney,0,1,1,3323,3251,74,43,31,117,N,1,0,0,0,0,0,Z01,1.0,Z,Z16,16.0,Z,32,66,4,13,6,10,15,23,25,11,9,1,15,13,42,4,12,13,20,9,20,5,23,6,5,11,15324,True
W_2012_139_3261_3361,W,2012,139,NCAATourney,0,1,1,3261,3361,64,56,8,120,N,1,0,0,0,0,0,Y05,5.0,Y,Y12,12.0,Y,18,47,2,9,26,35,12,31,12,10,1,3,16,22,55,5,17,7,20,11,21,9,9,7,3,27,15325,True
W_2012_139_3276_3328,W,2012,139,NCAATourney,0,1,1,3328,3276,88,67,21,155,N,1,0,0,0,0,0,X06,6.0,X,X11,11.0,X,34,69,10,29,10,18,15,28,22,8,10,2,13,25,58,8,23,9,14,7,26,11,14,4,2,15,15326,True
W_2012_139_3292_3435,W,2012,139,NCAATourney,0,1,1,3435,3292,60,46,14,106,N,1,0,0,0,0,0,X07,7.0,X,X10,10.0,X,21,51,4,15,14,21,16,23,13,14,8,3,17,18,64,5,20,5,10,25,16,9,15,4,3,17,15327,True
W_2012_139_3336_3431,W,2012,139,NCAATourney,0,1,1,3336,3431,85,77,8,162,N,1,0,0,0,0,0,Y04,4.0,Y,Y13,13.0,Y,27,65,6,15,25,31,12,24,10,13,6,5,15,28,67,4,10,17,21,15,30,14,17,9,5,20,15328,True
W_2012_140_3116_3401,W,2012,140,NCAATourney,0,1,1,3401,3116,61,59,2,120,N,1,0,0,0,0,0,Z03,3.0,Z,Z06,6.0,Z,21,49,2,9,17,20,9,26,16,17,6,2,15,20,56,3,14,16,19,11,22,11,13,11,1,15,15329,True
W_2012_140_3163_3243,W,2012,140,NCAATourney,0,1,1,3163,3243,72,26,46,98,N,1,0,0,0,0,0,Y01,1.0,Y,Y08,8.0,Y,28,55,7,20,9,12,12,33,15,16,11,6,9,10,57,4,26,2,5,16,16,3,20,9,2,8,15330,True
W_2012_140_3177_3397,W,2012,140,NCAATourney,0,1,1,3397,3177,63,48,15,111,N,1,0,0,0,0,0,W02,2.0,W,W07,7.0,W,22,59,4,17,15,18,17,34,9,20,7,4,10,20,64,3,17,5,5,10,21,10,14,11,2,14,15331,True
W_2012_140_3211_3274,W,2012,140,NCAATourney,0,1,1,3211,3274,65,54,11,119,N,1,0,0,0,0,0,Y11,11.0,Y,Y03,3.0,Y,25,58,4,17,11,17,11,29,17,11,2,6,10,22,67,1,12,9,10,17,26,7,12,5,4,18,15332,True
W_2012_140_3246_3453,W,2012,140,NCAATourney,0,1,1,3246,3453,65,62,3,127,N,1,0,0,0,0,0,Y02,2.0,Y,Y07,7.0,Y,25,49,4,10,11,16,11,28,15,34,11,4,16,21,60,5,17,15,17,12,18,14,24,21,1,19,15333,True
W_2012_140_3257_3268,W,2012,140,NCAATourney,0,1,1,3268,3257,72,68,4,140,N,1,0,0,0,0,0,Z02,2.0,Z,Z07,7.0,Z,26,56,5,15,15,27,14,27,14,16,8,1,18,26,63,3,19,13,18,13,22,15,16,8,1,23,15334,True
W_2012_140_3345_3376,W,2012,140,NCAATourney,0,1,1,3376,3345,72,61,11,133,N,1,0,0,0,0,0,X05,5.0,X,X04,4.0,X,28,57,6,16,10,20,10,20,11,12,11,2,15,22,56,4,10,13,17,16,24,16,20,6,5,21,15335,True
W_2012_140_3390_3452,W,2012,140,NCAATourney,0,1,1,3390,3452,72,55,17,127,N,1,0,0,0,0,0,X01,1.0,X,X08,8.0,X,23,54,3,12,23,30,9,28,13,6,6,8,15,19,61,4,18,13,16,15,26,9,13,3,3,23,15336,True
W_2012_141_3124_3196,W,2012,141,NCAATourney,0,1,1,3124,3196,76,57,19,133,N,1,0,0,0,0,0,W01,1.0,W,W09,9.0,W,24,55,4,10,24,33,17,26,14,15,9,7,12,23,70,4,19,7,12,24,19,14,18,9,4,23,15337,True
W_2012_141_3143_3323,W,2012,141,NCAATourney,0,1,1,3323,3143,73,62,11,135,N,1,0,0,0,0,0,Z01,1.0,Z,Z08,8.0,Z,23,56,1,9,26,33,19,21,13,13,14,8,15,25,56,5,12,7,14,16,19,15,19,8,0,23,15338,True
W_2012_141_3174_3242,W,2012,141,NCAATourney,0,1,1,3242,3174,70,64,6,134,N,1,0,0,0,0,0,W11,11.0,W,W03,3.0,W,30,60,6,16,4,12,8,26,14,9,4,3,19,21,56,2,14,20,24,12,28,10,13,3,2,14,15339,True
W_2012_141_3181_3435,W,2012,141,NCAATourney,0,1,1,3181,3435,96,80,16,176,N,1,0,0,0,0,0,X02,2.0,X,X07,7.0,X,42,64,7,11,5,7,11,19,28,13,11,5,16,29,62,12,26,10,15,17,12,15,18,6,2,12,15340,True
W_2012_141_3207_3210,W,2012,141,NCAATourney,0,1,1,3210,3207,76,64,12,140,N,1,0,0,0,0,0,W04,4.0,W,W05,5.0,W,28,56,8,23,12,19,10,29,20,17,7,3,18,23,68,5,16,13,21,19,23,9,15,5,3,19,15341,True
W_2012_141_3261_3336,W,2012,141,NCAATourney,0,1,1,3336,3261,90,80,10,170,N,1,0,0,0,0,0,Y04,4.0,Y,Y05,5.0,Y,29,65,7,17,25,29,10,25,9,12,10,2,19,27,73,4,17,22,24,22,27,15,18,7,2,22,15342,True
W_2012_141_3265_3382,W,2012,141,NCAATourney,0,1,1,3382,3265,66,63,3,129,N,1,0,0,0,0,0,Z05,5.0,Z,Z13,13.0,Z,23,51,7,15,13,18,15,25,9,13,2,0,18,20,50,7,21,16,19,8,18,10,8,6,4,17,15343,True
W_2012_141_3328_3385,W,2012,141,NCAATourney,0,1,1,3385,3328,74,70,4,144,N,1,0,0,0,0,0,X03,3.0,X,X06,6.0,X,27,65,4,10,16,19,11,20,14,8,7,2,21,23,48,4,11,20,24,8,29,16,19,3,4,17,15344,True
W_2012_145_3124_3210,W,2012,145,NCAATourney,0,1,1,3124,3210,83,68,15,151,N,1,0,0,0,0,0,W01,1.0,W,W04,4.0,W,30,56,1,6,22,30,13,20,14,11,9,10,12,26,70,10,19,6,9,25,19,11,20,8,3,24,15345,True
W_2012_145_3181_3385,W,2012,145,NCAATourney,0,1,1,3181,3385,74,47,27,121,N,1,0,0,0,0,0,X02,2.0,X,X03,3.0,X,29,54,4,13,12,16,8,27,17,15,15,5,11,20,58,2,12,5,7,12,19,15,19,7,1,12,15346,True
W_2012_145_3242_3397,W,2012,145,NCAATourney,0,1,1,3397,3242,84,73,11,157,N,1,0,0,0,0,0,W02,2.0,W,W11,11.0,W,29,66,5,18,21,24,16,25,15,8,6,1,12,31,66,4,14,7,11,11,21,13,9,4,2,15,15347,True
W_2012_145_3376_3390,W,2012,145,NCAATourney,0,1,1,3390,3376,76,60,16,136,N,1,0,0,0,0,0,X01,1.0,X,X05,5.0,X,28,53,1,1,19,25,9,27,15,11,5,9,11,25,68,4,12,6,10,18,20,10,11,7,3,19,15348,True
W_2012_146_3163_3336,W,2012,146,NCAATourney,0,1,1,3163,3336,77,59,18,136,N,1,0,0,0,0,0,Y01,1.0,Y,Y04,4.0,Y,33,67,4,18,7,8,12,32,15,14,8,4,16,22,61,4,18,11,16,11,19,8,15,9,2,13,15349,True
W_2012_146_3211_3246,W,2012,146,NCAATourney,0,1,1,3246,3211,79,62,17,141,N,1,0,0,0,0,0,Y02,2.0,Y,Y11,11.0,Y,27,61,12,21,13,22,17,27,18,14,9,2,14,27,67,1,6,7,9,14,20,12,10,8,1,19,15350,True
W_2012_146_3268_3401,W,2012,146,NCAATourney,0,1,1,3268,3401,81,74,7,155,N,1,0,0,0,0,0,Z02,2.0,Z,Z03,3.0,Z,30,62,4,8,17,22,14,28,14,18,8,4,14,28,64,5,16,13,16,10,20,14,14,10,4,19,15351,True
W_2012_146_3323_3382,W,2012,146,NCAATourney,0,1,1,3323,3382,79,35,44,114,N,1,0,0,0,0,0,Z01,1.0,Z,Z05,5.0,Z,32,61,5,10,10,13,14,31,18,15,13,5,15,9,48,1,12,16,22,11,17,2,21,8,2,16,15352,True
W_2012_147_3124_3397,W,2012,147,NCAATourney,0,1,1,3124,3397,77,58,19,135,N,1,0,0,0,0,0,W01,1.0,W,W02,2.0,W,26,62,8,15,17,22,16,31,14,13,4,10,13,23,76,4,21,8,12,24,23,11,11,7,3,20,15353,True
W_2012_147_3181_3390,W,2012,147,NCAATourney,0,1,1,3390,3181,81,69,12,150,N,1,0,0,0,0,0,X01,1.0,X,X02,2.0,X,30,60,7,18,14,20,12,24,21,11,9,2,13,25,63,3,14,16,16,13,22,10,11,5,1,18,15354,True
W_2012_148_3163_3246,W,2012,148,NCAATourney,0,1,1,3163,3246,80,65,15,145,N,1,0,0,0,0,0,Y01,1.0,Y,Y02,2.0,Y,23,45,4,15,30,35,12,28,21,18,7,3,19,19,61,6,21,21,22,14,12,8,10,8,1,23,15355,True
W_2012_148_3268_3323,W,2012,148,NCAATourney,0,1,1,3323,3268,80,49,31,129,N,1,0,0,0,0,0,Z01,1.0,Z,Z02,2.0,Z,32,65,3,11,13,17,19,27,21,17,10,2,11,22,56,0,8,5,8,10,17,10,21,9,3,12,15356,True
W_2012_153_3124_3390,W,2012,153,NCAATourney,0,1,1,3124,3390,59,47,12,106,N,1,0,0,0,0,0,W01,1.0,W,X01,1.0,X,19,52,2,8,19,26,13,29,8,7,4,2,9,20,60,2,17,5,7,12,22,8,8,3,5,17,15357,True
W_2012_153_3163_3323,W,2012,153,NCAATourney,0,1,1,3323,3163,83,75,8,158,N,1,0,0,0,0,1,Z01,1.0,Z,Y01,1.0,Y,29,72,5,14,20,27,20,23,16,16,14,7,14,31,68,3,13,10,13,15,27,13,21,10,8,18,15358,True
W_2012_155_3124_3323,W,2012,155,NCAATourney,0,1,1,3124,3323,80,61,19,141,N,1,0,0,0,0,0,W01,1.0,W,Z01,1.0,Z,29,58,4,11,18,21,16,30,20,11,2,6,13,22,62,5,13,12,16,12,15,13,7,6,4,19,15359,True
W_2013_138_3141_3328,W,2013,138,NCAATourney,0,1,1,3328,3141,78,73,5,151,N,1,0,0,0,0,0,Y06,6.0,Y,Y11,11.0,Y,25,53,9,19,19,22,11,37,15,24,5,5,14,26,84,8,33,13,19,23,19,10,7,12,4,16,20544,True
W_2013_138_3143_3201,W,2013,138,NCAATourney,0,1,1,3143,3201,90,76,14,166,N,1,0,0,0,0,0,Z02,2.0,Z,Z15,15.0,Z,35,67,4,11,16,24,16,35,23,14,8,6,13,26,68,12,29,12,14,7,21,14,10,9,2,20,20545,True
W_2013_138_3151_3304,W,2013,138,NCAATourney,0,1,1,3304,3151,73,59,14,132,N,1,0,0,0,0,0,X06,6.0,X,X11,11.0,X,24,50,7,13,18,23,7,32,13,15,7,1,6,24,66,10,28,1,1,9,21,18,12,10,4,17,20546,True
W_2013_138_3160_3242,W,2013,138,NCAATourney,0,1,1,3242,3160,67,52,15,119,A,0,0,1,1,0,0,X12,12.0,X,X05,5.0,X,28,61,5,14,6,6,9,33,16,19,5,7,19,16,63,3,11,17,25,18,24,8,15,13,6,16,20547,True
W_2013_138_3163_3225,W,2013,138,NCAATourney,0,1,1,3163,3225,105,37,68,142,H,0,1,0,0,1,0,W01,1.0,W,W16,16.0,W,42,69,11,22,10,13,12,33,28,6,14,8,7,14,53,8,26,1,2,6,17,9,21,4,3,11,20548,True
W_2013_138_3166_3393,W,2013,138,NCAATourney,0,1,1,3166,3393,61,56,5,117,N,1,0,0,0,0,0,Y10,10.0,Y,Y07,7.0,Y,20,55,11,36,10,11,16,27,17,19,4,1,17,18,58,3,19,17,22,16,19,12,12,12,2,13,20549,True
W_2013_138_3208_3285,W,2013,138,NCAATourney,0,1,1,3208,3285,70,50,20,120,N,1,0,0,0,0,0,Z04,4.0,Z,Z13,13.0,Z,28,61,5,17,9,12,13,24,15,11,7,8,17,17,58,6,17,10,16,21,22,11,20,7,4,12,20550,True
