GameID,Gender,Season,DayNum,GameType,isRegularSeason,isTourney,HasBoxscore,WTeamID,LTeamID,WScore,LScore,ScoreDiff,TotalScore,WLoc,NeutralSite,WHome,WAway,LHome,LAway,NumOT,WSeed,WSeedNum,WSeedRegion,LSeed,LSeedNum,LSeedRegion,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,_row_order
W_2014_102_3162_3217,W,2014,102,RegularSeason,1,0,1,3217,3162,99,64,35,163,H,0,1,0,0,1,0,,,,,,,32,55,8,14,27,40,14,36,18,15,5,1,18,21,63,10,23,12,16,7,17,13,11,4,1,28,24586
W_2014_102_3165_3171,W,2014,102,RegularSeason,1,0,1,3165,3171,78,59,19,137,A,0,0,1,1,0,0,,,,,,,28,51,5,11,17,21,8,26,19,15,8,3,14,26,59,2,9,5,10,9,16,12,14,8,2,21,24587
W_2014_102_3179_3455,W,2014,102,RegularSeason,1,0,1,3455,3179,70,61,9,131,A,0,0,1,1,0,0,X14,14.0,X,,,,25,53,6,18,14,17,7,28,16,11,7,8,21,22,58,8,24,9,13,10,24,14,12,6,1,18,24588
W_2014_102_3191_3229,W,2014,102,RegularSeason,1,0,1,3191,3229,75,62,13,137,A,0,0,1,1,0,0,,,,,,,23,51,7,19,22,31,7,36,11,15,12,6,17,23,69,4,19,12,23,18,28,10,16,12,2,25,24589
W_2014_102_3232_3356,W,2014,102,RegularSeason,1,0,1,3232,3356,72,35,37,107,H,0,1,0,0,1,0,,,,,,,27,63,7,11,11,18,18,22,18,13,17,5,12,12,45,1,8,10,11,11,21,8,27,6,4,16,24590
W_2014_102_3233_3284,W,2014,102,RegularSeason,1,0,1,3233,3284,60,59,1,119,H,0,1,0,0,1,0,,,,,,,21,62,5,24,13,15,19,28,7,15,5,1,15,21,56,4,15,13,18,11,22,10,10,8,4,18,24591
W_2014_102_3265_3346,W,2014,102,RegularSeason,1,0,1,3265,3346,100,81,19,181,H,0,1,0,0,1,0,Y11,11.0,Y,,,,36,61,13,23,15,23,7,26,29,7,9,3,13,31,66,11,24,8,13,12,24,19,13,4,1,16,24592
W_2014_102_3283_3320,W,2014,102,RegularSeason,1,0,1,3320,3283,79,60,19,139,H,0,1,0,0,1,0,,,,,,,29,62,10,25,11,14,12,31,15,11,1,4,14,23,74,5,20,9,16,23,24,9,9,5,4,14,24593
W_2014_102_3332_3425,W,2014,102,RegularSeason,1,0,1,3425,3332,88,78,10,166,N,1,0,0,0,0,0,Y09,9.0,Y,,,,29,73,6,19,24,30,17,32,20,18,9,6,20,27,86,6,34,18,24,26,29,10,21,12,8,23,24594
W_2014_102_3333_3417,W,2014,102,RegularSeason,1,0,1,3333,3417,70,54,16,124,H,0,1,0,0,1,0,X09,9.0,X,,,,25,48,9,21,11,16,13,28,20,21,4,6,13,23,65,0,8,8,10,15,13,12,9,13,1,20,24595
W_2014_102_3335_3463,W,2014,102,RegularSeason,1,0,1,3335,3463,62,50,12,112,H,0,1,0,0,1,0,Y12,12.0,Y,,,,22,48,3,11,15,22,12,29,14,17,6,12,18,20,71,3,15,7,10,25,18,10,12,7,2,22,24596
W_2014_102_3428_3450,W,2014,102,RegularSeason,1,0,1,3450,3428,83,73,10,156,A,0,0,1,1,0,0,,,,,,,25,61,7,19,26,35,12,25,14,5,11,3,16,29,57,5,15,10,14,7,30,18,15,3,2,24,24597
W_2014_103_3102_3361,W,2014,103,RegularSeason,1,0,1,3361,3102,77,66,11,143,A,0,0,1,1,0,0,,,,,,,30,69,2,11,15,19,25,26,16,17,6,3,13,25,59,5,19,11,15,10,17,20,13,9,0,16,24598
W_2014_103_3103_3123,W,2014,103,RegularSeason,1,0,1,3103,3123,87,64,23,151,A,0,0,1,1,0,0,Z13,13.0,Z,,,,29,61,10,18,19,24,12,31,19,16,6,1,23,21,64,4,20,18,25,16,23,13,17,6,2,21,24599
W_2014_103_3105_3106,W,2014,103,RegularSeason,1,0,1,3106,3105,81,60,21,141,A,0,0,1,1,0,0,,,,,,,27,56,7,13,20,26,12,34,20,18,3,6,28,17,68,1,9,25,37,23,21,4,11,9,0,20,24600
W_2014_103_3108_3290,W,2014,103,RegularSeason,1,0,1,3290,3108,59,56,3,115,A,0,0,1,1,0,0,,,,,,,21,44,4,8,13,26,11,25,13,22,10,3,18,19,49,3,8,15,21,10,18,4,20,5,0,21,24601
W_2014_103_3110_3248,W,2014,103,RegularSeason,1,0,1,3110,3248,72,61,11,133,H,0,1,0,0,1,0,,,,,,,28,68,3,17,13,17,13,29,16,11,8,0,18,22,60,5,16,12,20,14,30,12,18,5,2,20,24602
W_2014_103_3111_3422,W,2014,103,RegularSeason,1,0,1,3111,3422,76,67,9,143,H,0,1,0,0,1,0,,,,,,,32,69,3,9,9,11,16,27,19,13,8,3,17,27,63,4,11,9,17,14,22,18,16,7,3,14,24603
W_2014_103_3114_3419,W,2014,103,RegularSeason,1,0,1,3114,3419,63,47,16,110,A,0,0,1,1,0,0,,,,,,,27,59,2,5,7,13,12,14,10,8,10,1,19,16,39,2,7,13,18,10,22,7,26,1,2,17,24604
W_2014_103_3115_3380,W,2014,103,RegularSeason,1,0,1,3380,3115,77,68,9,145,H,0,1,0,0,1,0,,,,,,,26,63,3,9,22,32,22,16,10,9,10,3,21,23,53,4,13,18,26,18,24,14,19,4,3,25,24605
W_2014_103_3117_3418,W,2014,103,RegularSeason,1,0,1,3418,3117,77,76,1,153,H,0,1,0,0,1,0,,,,,,,30,57,2,8,15,19,10,20,8,14,4,1,24,27,64,1,6,21,30,22,19,13,13,8,3,21,24606
W_2014_103_3119_3137,W,2014,103,RegularSeason,1,0,1,3119,3137,75,63,12,138,H,0,1,0,0,1,0,Y13,13.0,Y,,,,26,52,7,15,16,26,9,26,12,12,4,2,23,20,48,4,10,19,26,4,22,12,12,4,1,24,24607
W_2014_103_3122_3188,W,2014,103,RegularSeason,1,0,1,3188,3122,81,65,16,146,A,0,0,1,1,0,0,,,,,,,30,60,6,12,15,23,9,37,16,18,7,4,20,27,66,2,18,9,18,8,25,14,16,10,2,18,24608
W_2014_103_3125_3398,W,2014,103,RegularSeason,1,0,1,3125,3398,57,48,9,105,H,0,1,0,0,1,0,,,,,,,18,39,5,11,16,19,4,26,9,15,6,0,13,19,56,3,16,7,10,12,17,9,10,7,4,18,24609
W_2014_103_3126_3175,W,2014,103,RegularSeason,1,0,1,3126,3175,80,51,29,131,H,0,1,0,0,1,0,,,,,,,27,59,11,27,15,17,16,25,15,13,4,1,15,15,51,5,19,16,20,13,17,9,15,7,0,19,24610
W_2014_103_3131_3259,W,2014,103,RegularSeason,1,0,1,3131,3259,74,55,19,129,H,0,1,0,0,1,0,,,,,,,24,63,9,27,17,20,13,32,17,8,2,0,12,18,59,4,18,15,20,9,28,9,6,6,2,16,24611
W_2014_103_3132_3185,W,2014,103,RegularSeason,1,0,1,3132,3185,61,56,5,117,A,0,0,1,1,0,0,,,,,,,23,63,7,28,8,14,21,30,16,16,9,0,17,20,59,5,21,11,15,12,22,11,12,10,5,15,24612
W_2014_103_3133_3260,W,2014,103,RegularSeason,1,0,1,3133,3260,54,49,5,103,N,1,0,0,0,0,0,,,,,,,19,65,3,11,13,23,19,32,9,23,10,3,17,19,59,4,16,7,14,13,33,15,26,11,7,20,24613
W_2014_103_3135_3335,W,2014,103,RegularSeason,1,0,1,3335,3135,78,51,27,129,H,0,1,0,0,1,0,Y12,12.0,Y,,,,23,48,10,18,22,30,11,30,19,16,7,6,16,19,57,9,21,4,7,11,19,17,17,9,2,22,24614
W_2014_103_3136_3192,W,2014,103,RegularSeason,1,0,1,3136,3192,81,51,30,132,A,0,0,1,1,0,0,,,,,,,26,56,6,15,23,30,13,29,20,14,10,1,16,19,59,4,14,9,11,12,19,9,19,6,2,24,24615
W_2014_103_3138_3296,W,2014,103,RegularSeason,1,0,1,3138,3296,66,57,9,123,H,0,1,0,0,1,0,,,,,,,21,47,2,16,22,29,5,30,14,16,11,6,19,21,62,5,16,10,12,13,24,14,16,5,3,27,24616
W_2014_103_3139_3207,W,2014,103,RegularSeason,1,0,1,3139,3207,67,59,8,126,H,0,1,0,0,1,0,,,,,,,21,54,6,18,19,23,7,24,15,12,6,4,14,23,58,2,11,11,14,12,29,9,15,6,2,19,24617
W_2014_103_3140_3211,W,2014,103,RegularSeason,1,0,1,3140,3211,62,52,10,114,H,0,1,0,0,1,0,W12,12.0,W,W06,6.0,W,17,42,3,8,25,31,5,31,13,13,5,8,15,18,71,5,18,11,15,24,23,8,12,8,3,21,24618
W_2014_103_3141_3275,W,2014,103,RegularSeason,1,0,1,3141,3275,88,47,41,135,H,0,1,0,0,1,0,,,,,,,32,62,16,30,8,20,12,35,22,13,12,3,12,18,59,5,26,6,14,11,24,7,21,5,2,19,24619
W_2014_103_3142_3253,W,2014,103,RegularSeason,1,0,1,3253,3142,85,72,13,157,A,0,0,1,1,0,0,,,,,,,28,55,7,16,22,29,9,29,15,14,8,5,15,29,74,8,28,6,9,18,22,15,13,6,2,21,24620
W_2014_103_3144_3149,W,2014,103,RegularSeason,1,0,1,3144,3149,72,71,1,143,A,0,0,1,1,0,0,,,,,,,26,68,4,16,16,24,20,32,16,19,7,7,20,28,65,7,25,8,17,10,27,13,18,9,2,23,24621
W_2014_103_3145_3373,W,2014,103,RegularSeason,1,0,1,3145,3373,75,66,9,141,H,0,1,0,0,1,0,,,,,,,23,42,5,13,24,26,5,23,17,17,3,4,20,20,47,6,16,20,25,7,13,10,12,9,2,21,24622
W_2014_103_3146_3223,W,2014,103,RegularSeason,1,0,1,3146,3223,57,55,2,112,A,0,0,1,1,0,0,,,,,,,23,53,4,8,7,10,9,22,12,17,8,4,14,17,46,0,2,21,24,8,22,6,18,8,3,15,24623
W_2014_103_3148_3352,W,2014,103,RegularSeason,1,0,1,3352,3148,66,49,17,115,H,0,1,0,0,1,0,Z16,16.0,Z,,,,25,58,6,17,10,17,18,37,19,22,4,5,19,18,60,1,13,12,22,11,19,10,10,9,5,16,24624
W_2014_103_3150_3267,W,2014,103,RegularSeason,1,0,1,3267,3150,71,69,2,140,H,0,1,0,0,1,0,,,,,,,25,65,5,22,16,19,12,23,14,10,10,3,15,25,59,7,21,12,14,13,30,18,20,4,6,17,24625
W_2014_103_3151_3202,W,2014,103,RegularSeason,1,0,1,3151,3202,71,54,17,125,A,0,0,1,1,0,0,Z11,11.0,Z,,,,26,60,3,17,16,21,13,25,13,6,7,5,19,20,45,5,11,9,17,5,25,12,13,2,5,15,24626
W_2014_103_3152_3308,W,2014,103,RegularSeason,1,0,1,3308,3152,74,64,10,138,A,0,0,1,1,0,0,,,,,,,30,66,9,23,5,11,13,28,17,11,8,3,20,20,56,3,12,21,30,14,27,5,14,7,6,16,24627
W_2014_103_3153_3396,W,2014,103,RegularSeason,1,0,1,3153,3396,55,53,2,108,A,0,0,1,1,0,0,,,,,,,23,51,5,14,4,6,9,27,14,23,9,11,12,20,61,3,17,10,13,17,21,11,17,11,3,14,24628
W_2014_103_3156_3178,W,2014,103,RegularSeason,1,0,1,3156,3178,79,74,5,153,H,0,1,0,0,1,0,,,,,,,27,67,8,25,17,25,16,22,12,5,8,4,17,28,58,8,17,10,14,11,27,16,16,3,5,20,24629
W_2014_103_3159_3298,W,2014,103,RegularSeason,1,0,1,3298,3159,76,47,29,123,A,0,0,1,1,0,0,,,,,,,28,59,9,23,11,19,14,37,15,16,6,0,9,19,62,6,23,3,5,8,21,9,11,11,1,17,24630
W_2014_103_3161_3201,W,2014,103,RegularSeason,1,0,1,3161,3201,53,47,6,100,H,0,1,0,0,1,0,,,,W13,13.0,W,17,49,4,23,15,20,7,28,11,12,8,1,8,18,52,10,34,1,2,7,28,15,17,7,3,19,24631
W_2014_103_3162_3171,W,2014,103,RegularSeason,1,0,1,3162,3171,65,59,6,124,A,0,0,1,1,0,0,,,,,,,23,51,4,12,15,20,8,29,7,16,1,3,21,20,57,3,18,16,20,12,21,12,11,4,0,20,24632
W_2014_103_3164_3197,W,2014,103,RegularSeason,1,0,1,3197,3164,83,80,3,163,N,1,0,0,0,0,0,,,,,,,28,62,9,16,18,27,12,24,20,14,7,1,24,28,65,5,14,19,30,18,26,20,19,6,6,22,24633
W_2014_103_3165_3217,W,2014,103,RegularSeason,1,0,1,3217,3165,84,69,15,153,H,0,1,0,0,1,0,,,,,,,29,63,6,17,20,24,18,25,13,20,9,4,21,24,60,6,17,15,22,15,18,12,19,10,1,23,24634
W_2014_103_3166_3344,W,2014,103,RegularSeason,1,0,1,3166,3344,85,64,21,149,N,1,0,0,0,0,0,,,,,,,35,73,8,25,7,11,13,43,18,12,4,7,19,25,67,0,4,14,23,7,27,13,6,7,1,15,24635
W_2014_103_3167_3370,W,2014,103,RegularSeason,1,0,1,3370,3167,74,67,7,141,H,0,1,0,0,1,0,,,,,,,22,50,1,5,29,40,13,34,16,21,6,0,19,27,71,5,27,8,12,13,21,12,14,12,0,31,24636
W_2014_103_3168_3218,W,2014,103,RegularSeason,1,0,1,3218,3168,65,52,13,117,H,0,1,0,0,1,0,,,,,,,25,55,6,14,9,13,9,33,15,13,2,1,23,14,49,0,14,24,35,8,24,5,8,4,0,16,24637
W_2014_103_3169_3364,W,2014,103,RegularSeason,1,0,1,3169,3364,78,54,24,132,H,0,1,0,0,1,0,X16,16.0,X,,,,31,73,8,27,8,12,25,30,20,10,8,5,14,21,57,4,9,8,11,8,20,9,10,2,3,16,24638
W_2014_103_3170_3340,W,2014,103,RegularSeason,1,0,1,3170,3340,84,80,4,164,H,0,1,0,0,1,0,,,,,,,26,63,9,29,23,33,10,20,12,13,17,2,20,32,60,5,11,11,21,14,33,22,25,2,0,25,24639
W_2014_103_3172_3204,W,2014,103,RegularSeason,1,0,1,3204,3172,90,82,8,172,A,0,0,1,1,0,0,,,,,,,32,65,6,18,20,30,14,33,13,16,4,3,23,26,70,6,20,24,31,15,25,14,11,9,3,25,24640
W_2014_103_3173_3350,W,2014,103,RegularSeason,1,0,1,3173,3350,69,58,11,127,H,0,1,0,0,1,0,X06,6.0,X,,,,27,53,5,12,10,14,10,32,13,20,6,2,18,23,62,3,10,9,19,12,18,15,11,5,2,15,24641
W_2014_103_3176_3236,W,2014,103,RegularSeason,1,0,1,3176,3236,71,66,5,137,H,0,1,0,0,1,0,,,,,,,23,53,3,17,22,27,15,27,16,11,2,2,14,24,63,10,36,8,11,14,18,14,8,5,0,25,24642
W_2014_103_3177_3371,W,2014,103,RegularSeason,1,0,1,3177,3371,89,73,16,162,H,0,1,0,0,1,0,W07,7.0,W,,,,30,64,11,21,18,30,20,23,20,20,12,2,18,31,64,3,10,8,16,13,20,15,17,11,6,23,24643
W_2014_103_3182_3382,W,2014,103,RegularSeason,1,0,1,3382,3182,63,62,1,125,H,0,1,0,0,1,0,,,,,,,23,46,3,11,14,20,10,22,7,17,8,0,17,22,52,7,17,11,12,8,17,9,16,4,0,21,24644
W_2014_103_3183_3293,W,2014,103,RegularSeason,1,0,1,3293,3183,83,74,9,157,H,0,1,0,0,1,0,,,,,,,23,49,9,26,28,36,7,27,13,8,6,3,18,28,67,9,20,9,14,16,27,17,11,4,2,28,24645
W_2014_103_3184_3240,W,2014,103,RegularSeason,1,0,1,3240,3184,79,62,17,141,H,0,1,0,0,1,0,,,,,,,26,58,5,18,22,31,13,28,18,14,3,2,22,20,59,1,14,21,27,14,24,12,19,5,3,27,24646
W_2014_103_3186_3319,W,2014,103,RegularSeason,1,0,1,3319,3186,86,78,8,164,H,0,1,0,0,1,0,,,,,,,26,55,4,14,30,36,10,28,19,20,8,1,24,20,50,6,14,32,38,7,24,13,17,10,1,28,24647
W_2014_103_3187_3317,W,2014,103,RegularSeason,1,0,1,3187,3317,56,49,7,105,H,0,1,0,0,1,0,,,,,,,18,56,5,21,15,17,22,22,9,23,10,5,18,17,54,2,11,13,17,18,17,5,21,12,0,16,24648
W_2014_103_3189_3441,W,2014,103,RegularSeason,1,0,1,3189,3441,65,61,4,126,A,0,0,1,1,0,0,,,,,,,23,51,5,11,14,26,12,32,11,19,6,4,16,24,74,7,27,6,11,23,24,16,11,7,1,19,24649
W_2014_103_3190_3367,W,2014,103,RegularSeason,1,0,1,3367,3190,69,60,9,129,H,0,1,0,0,1,0,,,,,,,23,62,3,13,20,28,14,28,13,11,9,1,18,22,72,5,24,11,19,27,33,8,19,5,3,23,24650
W_2014_103_3193_3389,W,2014,103,RegularSeason,1,0,1,3193,3389,71,39,32,110,H,0,1,0,0,1,0,,,,,,,25,50,5,9,16,21,9,31,17,7,4,1,11,13,49,3,14,10,14,8,18,2,10,4,1,19,24651
W_2014_103_3194_3292,W,2014,103,RegularSeason,1,0,1,3292,3194,83,77,6,160,A,0,0,1,1,0,0,X08,8.0,X,,,,28,59,5,17,22,33,17,36,12,16,6,1,17,26,66,12,31,13,27,13,22,12,9,9,1,24,24652
W_2014_103_3195_3244,W,2014,103,RegularSeason,1,0,1,3195,3244,76,42,34,118,H,0,1,0,0,1,0,Z12,12.0,Z,,,,26,52,9,24,15,21,8,26,18,12,12,3,16,16,43,3,13,7,11,5,21,7,22,5,0,21,24653
W_2014_103_3198_3408,W,2014,103,RegularSeason,1,0,1,3408,3198,66,55,11,121,H,0,1,0,0,1,0,,,,,,,25,53,2,11,14,19,9,37,16,17,7,3,14,20,65,5,15,10,16,12,22,12,10,12,1,19,24654
W_2014_103_3200_3247,W,2014,103,RegularSeason,1,0,1,3200,3247,43,42,1,85,H,0,1,0,0,1,0,Z10,10.0,Z,,,,16,51,0,13,11,17,7,25,6,7,4,1,15,14,48,3,10,11,17,14,32,8,16,4,1,21,24655
W_2014_103_3203_3269,W,2014,103,RegularSeason,1,0,1,3203,3269,78,54,24,132,H,0,1,0,0,1,0,,,,,,,30,73,2,17,16,22,18,40,15,16,5,5,19,21,69,2,10,10,15,10,30,9,16,6,4,21,24656
W_2014_103_3205_3251,W,2014,103,RegularSeason,1,0,1,3251,3205,72,62,10,134,A,0,0,1,1,0,0,,,,,,,23,54,7,16,19,25,10,34,12,11,7,6,23,18,57,6,14,20,30,12,24,11,9,6,5,21,24657
W_2014_103_3206_3386,W,2014,103,RegularSeason,1,0,1,3386,3206,89,75,14,164,A,0,0,1,1,0,0,W09,9.0,W,,,,31,59,9,16,18,20,5,30,24,9,4,1,16,29,65,3,16,14,20,9,25,6,7,2,2,19,24658
W_2014_103_3209_3407,W,2014,103,RegularSeason,1,0,1,3407,3209,111,90,21,201,H,0,1,0,0,1,0,,,,,,,42,86,15,32,12,14,13,26,27,14,10,0,25,34,68,3,17,19,29,15,33,27,27,2,1,17,24659
W_2014_103_3212_3411,W,2014,103,RegularSeason,1,0,1,3411,3212,84,76,8,160,H,0,1,0,0,1,0,,,,,,,34,64,9,21,7,12,8,20,23,18,10,4,15,28,58,9,24,11,17,12,24,12,19,11,1,12,24660
W_2014_103_3214_3313,W,2014,103,RegularSeason,1,0,1,3214,3313,93,59,34,152,A,0,0,1,1,0,0,X12,12.0,X,,,,32,65,11,23,18,24,12,25,19,15,10,5,19,20,54,1,2,18,23,11,24,11,25,5,5,20,24661
W_2014_103_3219_3342,W,2014,103,RegularSeason,1,0,1,3342,3219,56,48,8,104,H,0,1,0,0,1,0,,,,,,,24,47,4,13,4,8,10,22,13,19,10,2,13,16,51,7,21,9,14,15,16,7,17,10,3,18,24662
W_2014_103_3221_3250,W,2014,103,RegularSeason,1,0,1,3221,3250,76,68,8,144,H,0,1,0,0,1,0,,,,,,,29,56,3,11,15,21,7,32,17,20,9,10,16,26,70,6,13,10,17,14,25,12,15,13,2,17,24663
W_2014_103_3222_3374,W,2014,103,RegularSeason,1,0,1,3374,3222,67,50,17,117,H,0,1,0,0,1,0,,,,,,,23,53,8,20,13,17,13,36,15,23,5,4,13,17,69,6,21,10,12,15,18,10,11,13,0,16,24664
W_2014_103_3224_3271,W,2014,103,RegularSeason,1,0,1,3271,3224,66,57,9,123,H,0,1,0,0,1,0,,,,,,,20,54,6,18,20,31,19,32,10,26,9,6,24,20,66,3,20,14,20,16,20,7,18,8,3,26,24665
W_2014_103_3225_3430,W,2014,103,RegularSeason,1,0,1,3225,3430,69,61,8,130,H,0,1,0,0,1,0,Y14,14.0,Y,,,,27,66,9,27,6,10,10,26,16,9,6,7,12,22,60,1,12,16,17,12,30,4,13,10,1,13,24666
W_2014_103_3227_3460,W,2014,103,RegularSeason,1,0,1,3460,3227,103,91,12,194,H,0,1,0,0,1,0,Z14,14.0,Z,,,,33,73,9,23,28,37,15,26,17,10,9,1,23,35,72,8,18,13,23,19,30,19,25,4,2,28,24667
W_2014_103_3235_3242,W,2014,103,RegularSeason,1,0,1,3235,3242,72,69,3,141,H,0,1,0,0,1,0,X07,7.0,X,,,,24,59,3,12,21,28,12,22,12,9,4,3,11,28,61,7,19,6,9,12,26,16,15,3,5,21,24668
W_2014_103_3237_3377,W,2014,103,RegularSeason,1,0,1,3377,3237,74,56,18,130,H,0,1,0,0,1,0,X15,15.0,X,,,,23,61,3,14,25,28,18,23,12,9,4,0,25,19,54,2,10,16,28,14,19,8,13,3,7,24,24669
W_2014_103_3238_3341,W,2014,103,RegularSeason,1,0,1,3341,3238,92,76,16,168,H,0,1,0,0,1,0,W16,16.0,W,,,,31,63,8,18,22,31,13,23,11,24,7,6,21,25,62,3,11,23,28,16,24,15,27,13,4,24,24670
W_2014_103_3239_3297,W,2014,103,RegularSeason,1,0,1,3297,3239,69,61,8,130,H,0,1,0,0,1,0,,,,,,,25,56,10,32,9,11,5,22,20,13,5,9,18,19,55,4,10,19,27,19,28,8,17,8,2,17,24671
W_2014_103_3243_3403,W,2014,103,RegularSeason,1,0,1,3243,3403,60,54,6,114,H,0,1,0,0,1,0,,,,,,,21,55,6,23,12,18,9,27,12,10,5,1,14,21,53,4,14,8,13,8,28,13,13,6,1,19,24672
W_2014_103_3245_3444,W,2014,103,RegularSeason,1,0,1,3245,3444,57,48,9,105,A,0,0,1,1,0,0,,,,,,,16,49,5,8,20,24,12,28,8,19,9,6,24,15,46,4,14,14,21,9,22,8,21,7,1,20,24673
W_2014_103_3249_3322,W,2014,103,RegularSeason,1,0,1,3322,3249,67,60,7,127,A,0,0,1,1,0,0,Y16,16.0,Y,,,,21,44,2,12,23,32,10,25,9,21,14,2,13,24,63,5,24,7,14,17,20,10,20,10,2,24,24674
W_2014_103_3252_3316,W,2014,103,RegularSeason,1,0,1,3252,3316,84,76,8,160,H,0,1,0,0,1,0,,,,,,,27,52,10,23,20,25,6,25,13,13,8,1,15,29,62,7,16,11,13,10,22,12,15,8,0,22,24675
W_2014_103_3254_3384,W,2014,103,RegularSeason,1,0,1,3254,3384,69,66,3,135,A,0,0,1,1,0,0,,,,,,,24,59,4,11,17,22,14,34,16,27,13,4,12,26,70,8,23,6,8,11,24,18,20,8,5,19,24676
W_2014_103_3255_3421,W,2014,103,RegularSeason,1,0,1,3421,3255,69,52,17,121,H,0,1,0,0,1,0,,,,,,,25,64,4,14,15,18,13,38,12,16,11,6,23,17,63,4,16,14,30,16,27,7,15,7,3,18,24677
W_2014_103_3256_3412,W,2014,103,RegularSeason,1,0,1,3412,3256,71,62,9,133,A,0,0,1,1,0,0,,,,,,,21,55,4,15,25,31,10,30,10,16,7,5,16,20,68,3,14,19,22,19,28,8,15,10,4,22,24678
W_2014_103_3258_3334,W,2014,103,RegularSeason,1,0,1,3334,3258,102,95,7,197,A,0,0,1,1,0,0,,,,,,,33,63,7,21,29,40,14,22,17,10,4,5,25,32,73,4,12,27,32,22,20,14,14,4,2,33,24679
W_2014_103_3262_3392,W,2014,103,RegularSeason,1,0,1,3392,3262,79,68,11,147,N,1,0,0,0,0,0,,,,,,,32,71,3,5,12,17,17,42,22,18,5,3,16,21,67,6,23,20,24,8,27,13,9,7,1,18,24680
W_2014_103_3264_3310,W,2014,103,RegularSeason,1,0,1,3264,3310,64,56,8,120,A,0,0,1,1,0,0,,,,,,,23,53,9,17,9,10,9,18,19,13,8,2,10,23,58,3,16,7,8,16,19,17,14,8,7,13,24681
W_2014_103_3266_3462,W,2014,103,RegularSeason,1,0,1,3266,3462,75,54,21,129,H,0,1,0,0,1,0,,,,,,,27,55,5,15,16,26,15,26,17,16,8,3,18,19,46,8,23,8,13,3,16,12,20,9,0,22,24682
W_2014_103_3273_3391,W,2014,103,RegularSeason,1,0,1,3391,3273,62,49,13,111,H,0,1,0,0,1,0,,,,,,,24,56,8,16,6,10,12,35,15,18,5,2,6,22,71,0,13,5,8,15,23,17,8,11,7,11,24683
W_2014_103_3277_3326,W,2014,103,RegularSeason,1,0,1,3277,3326,70,49,21,119,H,0,1,0,0,1,0,X05,5.0,X,,,,28,64,7,21,7,11,14,43,21,21,8,7,12,21,68,3,11,4,10,9,24,6,11,10,7,14,24684
W_2014_103_3278_3321,W,2014,103,RegularSeason,1,0,1,3278,3321,82,64,18,146,A,0,0,1,1,0,0,,,,,,,34,71,2,11,12,16,15,34,23,8,6,4,12,25,66,6,20,8,11,9,24,20,10,4,8,17,24685
W_2014_103_3282_3410,W,2014,103,RegularSeason,1,0,1,3282,3410,87,84,3,171,H,0,1,0,0,1,0,,,,,,,28,52,4,9,27,33,7,30,8,12,2,0,23,31,71,10,27,12,15,13,20,14,11,3,3,24,24686
W_2014_103_3285_3315,W,2014,103,RegularSeason,1,0,1,3285,3315,52,49,3,101,H,0,1,0,0,1,0,,,,W14,14.0,W,20,62,5,22,7,11,15,23,10,8,7,6,13,16,45,5,16,12,16,7,30,10,14,6,1,14,24687
W_2014_103_3286_3294,W,2014,103,RegularSeason,1,0,1,3294,3286,65,59,6,124,A,0,0,1,1,0,0,,,,,,,26,50,2,17,11,19,15,33,17,24,7,4,22,21,62,3,16,14,18,11,15,19,8,13,1,15,24688
W_2014_103_3287_3399,W,2014,103,RegularSeason,1,0,1,3399,3287,71,58,13,129,H,0,1,0,0,1,0,,,,,,,25,52,6,12,15,24,15,26,12,18,8,6,16,18,48,8,25,14,24,10,18,8,19,6,1,26,24689
W_2014_103_3291_3357,W,2014,103,RegularSeason,1,0,1,3291,3357,76,63,13,139,A,0,0,1,1,0,0,,,,,,,27,52,8,19,14,16,9,27,16,16,9,3,13,21,55,9,25,12,12,7,18,9,15,6,0,16,24690
W_2014_103_3295_3303,W,2014,103,RegularSeason,1,0,1,3303,3295,68,57,11,125,A,0,0,1,1,0,0,,,,,,,21,50,3,6,23,30,10,27,9,15,10,6,15,21,66,6,26,9,11,17,25,13,16,5,2,21,24691
W_2014_103_3299_3366,W,2014,103,RegularSeason,1,0,1,3299,3366,75,61,14,136,A,0,0,1,1,0,0,,,,,,,23,54,5,15,24,30,11,24,12,16,8,2,24,20,56,0,6,21,29,16,22,10,21,8,3,20,24692
W_2014_103_3300_3354,W,2014,103,RegularSeason,1,0,1,3300,3354,57,51,6,108,A,0,0,1,1,0,0,,,,,,,22,58,3,12,10,17,18,27,14,11,3,3,10,21,62,3,14,6,10,15,21,9,9,6,3,15,24693
W_2014_103_3305_3307,W,2014,103,RegularSeason,1,0,1,3305,3307,75,73,2,148,H,0,1,0,0,1,0,,,,,,,24,66,3,10,24,30,15,23,12,6,5,4,18,28,57,5,13,12,19,9,30,11,15,5,2,23,24694
W_2014_103_3311_3368,W,2014,103,RegularSeason,1,0,1,3368,3311,68,66,2,134,H,0,1,0,0,1,0,,,,,,,27,55,7,15,7,12,13,26,15,17,4,2,9,27,75,7,22,5,5,22,19,10,12,7,3,15,24695
