GameID,Gender,Season,DayNum,GameType,isRegularSeason,isTourney,HasBoxscore,WTeamID,LTeamID,WScore,LScore,ScoreDiff,TotalScore,WLoc,NeutralSite,WHome,WAway,LHome,LAway,NumOT,WSeed,WSeedNum,WSeedRegion,LSeed,LSeedNum,LSeedRegion,WCoachName,LCoachName,WMasseyMeanRank,WMasseyMedianRank,WMasseyBestRank,WMasseyWorstRank,LMasseyMeanRank,LMasseyMedianRank,LMasseyBestRank,LMasseyWorstRank,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WCoachStartDayNum,WCoachEndDayNum,LCoachStartDayNum,LCoachEndDayNum,WMasseyDayNum,WMasseySystemCount,WMasseyTop10Count,WMasseyTop25Count,WMassey_BOB,WMassey_COL,WMassey_DOK,WMassey_MAS,WMassey_MOR,WMassey_POM,WMassey_RPI,WMassey_SAG,WMassey_WLK,LMasseyDayNum,LMasseySystemCount,LMasseyTop10Count,LMasseyTop25Count,LMassey_BOB,LMassey_COL,LMassey_DOK,LMassey_MAS,LMassey_MOR,LMassey_POM,LMassey_RPI,LMassey_SAG,LMassey_WLK,_row_order,_is_tournament
M_2006_134_1214_1284,M,2006,134,NCAATourney,0,1,1,1284,1214,71,49,22,120,N,1,0,0,0,0,0,Y16b,16.0,Y,Y16a,16.0,Y,dave_calloway,bobby_collins,171.12121212121212,179.0,110.0,199.0,263.27272727272725,275.0,164.0,295.0,27,61,10,26,7,9,7,31,21,9,2,10,11,19,63,4,15,7,13,15,27,7,13,4,4,11,0.0,154.0,0.0,154.0,133.0,33.0,0.0,0.0,185.0,170.0,173.0,,190.0,194.0,144.0,177.0,164.0,133.0,33.0,0.0,0.0,276.0,257.0,287.0,,276.0,261.0,284.0,278.0,257.0,18811,True
M_2006_136_1102_1228,M,2006,136,NCAATourney,0,1,1,1228,1102,78,69,9,147,N,1,0,0,0,0,0,Z04,4.0,Z,Z13,13.0,Z,bruce_weber,jeff_bzdelik,9.864864864864863,9.0,5.0,26.0,52.51428571428571,51.0,27.0,104.0,29,50,8,22,12,14,7,21,17,11,6,1,17,21,41,13,27,14,18,1,14,15,11,7,1,13,0.0,154.0,0.0,154.0,133.0,37.0,25.0,36.0,7.0,9.0,5.0,,9.0,11.0,14.0,7.0,9.0,133.0,35.0,0.0,0.0,50.0,48.0,48.0,,58.0,49.0,50.0,56.0,59.0,18812,True
M_2006_136_1104_1266,M,2006,136,NCAATourney,0,1,1,1104,1266,90,85,5,175,N,1,0,0,0,0,0,X10,10.0,X,X07,7.0,X,mark_gottfried,tom_crean,55.77142857142857,54.0,18.0,97.0,32.74285714285714,31.0,21.0,70.0,28,55,12,23,22,31,16,16,15,14,4,3,17,32,61,7,22,14,19,13,15,13,12,9,4,22,0.0,154.0,0.0,154.0,133.0,35.0,0.0,1.0,47.0,54.0,59.0,,45.0,71.0,57.0,57.0,61.0,133.0,35.0,0.0,4.0,36.0,32.0,43.0,,29.0,22.0,31.0,31.0,35.0,18813,True
M_2006_136_1125_1417,M,2006,136,NCAATourney,0,1,1,1417,1125,78,44,34,122,N,1,0,0,0,0,0,X02,2.0,X,X15,15.0,X,ben_howland,rick_byrd,11.594594594594597,12.0,2.0,21.0,155.8181818181818,163.0,51.0,206.0,30,56,4,13,14,17,9,36,20,14,11,4,14,17,59,4,19,6,13,9,18,9,14,8,3,16,0.0,154.0,0.0,154.0,133.0,37.0,15.0,37.0,9.0,7.0,14.0,,7.0,12.0,10.0,13.0,14.0,133.0,33.0,0.0,0.0,172.0,154.0,182.0,,150.0,143.0,115.0,182.0,147.0,18814,True
M_2006_136_1130_1334,M,2006,136,NCAATourney,0,1,1,1130,1334,88,76,12,164,N,1,0,0,0,0,2,Y04,4.0,Y,Y13,13.0,Y,al_skinner,bob_thomason,17.243243243243242,17.0,7.0,38.0,82.6969696969697,82.0,27.0,159.0,29,57,6,23,24,29,7,23,22,8,12,2,16,26,63,10,25,14,18,14,23,18,15,4,2,22,0.0,154.0,0.0,154.0,133.0,37.0,2.0,35.0,17.0,18.0,16.0,,15.0,19.0,22.0,17.0,18.0,133.0,33.0,0.0,0.0,92.0,79.0,77.0,,74.0,89.0,88.0,79.0,82.0,18815,True
M_2006_136_1181_1380,M,2006,136,NCAATourney,0,1,1,1181,1380,70,54,16,124,N,1,0,0,0,0,0,W01,1.0,W,W16,16.0,W,mike_krzyzewski,rob_spivery,1.4594594594594594,1.0,1.0,5.0,181.3636363636364,186.0,91.0,232.0,24,49,5,15,17,20,9,26,15,20,9,8,11,22,62,4,13,6,10,16,16,8,16,14,4,20,0.0,154.0,0.0,154.0,133.0,37.0,37.0,37.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,133.0,33.0,0.0,0.0,183.0,171.0,214.0,,232.0,175.0,132.0,205.0,160.0,18816,True
M_2006_136_1196_1375,M,2006,136,NCAATourney,0,1,1,1196,1375,76,50,26,126,N,1,0,0,0,0,0,Y03,3.0,Y,Y14,14.0,Y,billy_donovan,john_pelphrey,10.08108108108108,9.0,5.0,31.0,70.63636363636364,72.0,21.0,124.0,29,59,10,25,8,10,8,31,21,11,8,7,9,19,55,9,20,3,6,7,24,8,16,7,3,17,0.0,154.0,0.0,154.0,133.0,37.0,26.0,36.0,13.0,13.0,9.0,,8.0,5.0,15.0,6.0,7.0,133.0,33.0,0.0,1.0,72.0,59.0,86.0,,76.0,75.0,66.0,91.0,54.0,18817,True
M_2006_136_1203_1423,M,2006,136,NCAATourney,0,1,1,1203,1423,88,85,3,173,N,1,0,0,0,0,1,W08,8.0,W,W09,9.0,W,karl_hobbs,brad_brownell,22.56756756756757,19.0,6.0,63.0,40.63636363636363,41.0,16.0,71.0,31,66,10,22,16,22,15,19,16,10,6,1,20,32,54,11,22,10,18,8,25,20,15,2,1,22,0.0,154.0,0.0,154.0,133.0,37.0,7.0,27.0,29.0,17.0,22.0,,42.0,31.0,37.0,22.0,16.0,133.0,33.0,0.0,3.0,51.0,44.0,30.0,,71.0,40.0,28.0,48.0,29.0,18818,True
M_2006_136_1211_1462,M,2006,136,NCAATourney,0,1,1,1211,1462,79,75,4,154,N,1,0,0,0,0,0,X03,3.0,X,X14,14.0,X,mark_few,sean_miller,17.405405405405407,14.0,5.0,47.0,65.38235294117646,66.0,31.0,97.0,26,50,6,12,21,27,8,25,11,10,4,4,25,21,51,10,28,23,33,10,21,14,8,4,1,20,0.0,154.0,0.0,154.0,133.0,37.0,15.0,28.0,16.0,6.0,36.0,,39.0,27.0,9.0,18.0,17.0,133.0,34.0,0.0,0.0,61.0,64.0,56.0,,59.0,67.0,80.0,59.0,65.0,18819,True
M_2006_136_1231_1361,M,2006,136,NCAATourney,0,1,1,1231,1361,87,83,4,170,N,1,0,0,0,0,0,X06,6.0,X,X11,11.0,X,mike_davis,steve_fisher,32.57142857142857,30.0,20.0,71.0,54.73529411764706,56.5,20.0,76.0,35,71,8,26,9,16,15,16,14,9,11,0,16,31,55,10,18,11,15,10,26,15,16,7,2,19,0.0,154.0,0.0,154.0,133.0,35.0,0.0,9.0,32.0,38.0,20.0,,33.0,41.0,34.0,25.0,30.0,133.0,34.0,0.0,1.0,57.0,51.0,62.0,,51.0,51.0,56.0,62.0,63.0,18820,True
M_2006_136_1233_1261,M,2006,136,NCAATourney,0,1,1,1261,1233,80,64,16,144,N,1,0,0,0,0,0,W04,4.0,W,W13,13.0,W,john_brady,jeff_ruland,15.83783783783784,15.0,3.0,34.0,65.12121212121212,64.0,34.0,110.0,27,51,5,10,21,27,9,30,16,18,8,11,17,23,61,3,18,15,25,13,16,6,15,10,3,19,0.0,154.0,0.0,154.0,133.0,37.0,2.0,35.0,14.0,15.0,13.0,,17.0,13.0,13.0,12.0,12.0,133.0,33.0,0.0,0.0,71.0,56.0,74.0,,85.0,61.0,64.0,61.0,46.0,18821,True
M_2006_136_1285_1305,M,2006,136,NCAATourney,0,1,1,1285,1305,87,79,8,166,N,1,0,0,0,0,0,Y12,12.0,Y,Y05,5.0,Y,larry_krystkowiak,mark_fox,82.66666666666667,84.0,23.0,145.0,26.18918918918919,24.0,15.0,65.0,29,56,6,12,23,27,10,22,18,8,2,2,12,33,70,5,18,8,10,17,19,15,9,5,7,23,0.0,154.0,0.0,154.0,133.0,33.0,0.0,1.0,87.0,67.0,82.0,,115.0,90.0,61.0,100.0,71.0,133.0,37.0,0.0,23.0,30.0,20.0,27.0,,50.0,21.0,19.0,27.0,20.0,18822,True
M_2006_136_1328_1454,M,2006,136,NCAATourney,0,1,1,1454,1328,82,74,8,156,N,1,0,0,0,0,0,Y11,11.0,Y,Y06,6.0,Y,rob_jeter,kelvin_sampson,63.96969696969697,63.0,37.0,88.0,31.324324324324323,28.0,16.0,89.0,25,55,6,20,26,32,10,22,13,12,8,1,15,32,61,5,14,5,8,10,25,18,18,8,4,25,0.0,154.0,0.0,154.0,133.0,33.0,0.0,0.0,63.0,61.0,67.0,,57.0,68.0,53.0,66.0,57.0,133.0,37.0,0.0,10.0,22.0,24.0,40.0,,27.0,38.0,16.0,35.0,31.0,18823,True
M_2006_136_1371_1455,M,2006,136,NCAATourney,0,1,1,1455,1371,86,66,20,152,N,1,0,0,0,0,0,Z07,7.0,Z,Z10,10.0,Z,mark_turgeon,louis_orr,33.0,30.5,13.0,55.0,55.17142857142857,54.0,33.0,110.0,27,57,10,22,22,32,14,30,19,15,6,3,20,21,61,6,20,18,19,11,25,10,13,10,6,24,0.0,154.0,0.0,154.0,133.0,34.0,0.0,5.0,27.0,22.0,31.0,,54.0,39.0,27.0,32.0,27.0,133.0,35.0,0.0,0.0,54.0,49.0,58.0,,70.0,56.0,58.0,58.0,53.0,18824,True
M_2006_136_1393_1401,M,2006,136,NCAATourney,0,1,1,1401,1393,66,58,8,124,N,1,0,0,0,0,0,W12,12.0,W,W05,5.0,W,billy_gillispie,jim_boeheim,34.51428571428571,31.0,13.0,103.0,27.324324324324323,22.0,14.0,82.0,20,56,7,20,19,22,14,24,14,10,8,5,19,20,51,4,19,14,21,11,24,12,12,6,2,16,0.0,154.0,0.0,154.0,133.0,35.0,0.0,6.0,25.0,34.0,39.0,,19.0,33.0,44.0,39.0,39.0,133.0,37.0,0.0,24.0,21.0,21.0,33.0,,30.0,52.0,17.0,26.0,32.0,18825,True
M_2006_136_1397_1457,M,2006,136,NCAATourney,0,1,1,1397,1457,63,61,2,124,N,1,0,0,0,0,0,Z02,2.0,Z,Z15,15.0,Z,bruce_pearl,gregg_marshall,16.72972972972973,16.0,6.0,38.0,87.60606060606061,86.0,19.0,123.0,24,53,5,21,10,14,11,22,12,13,6,6,15,22,56,7,24,10,17,15,20,14,15,7,3,15,0.0,154.0,0.0,154.0,133.0,37.0,3.0,36.0,15.0,14.0,15.0,,22.0,15.0,6.0,14.0,15.0,133.0,33.0,0.0,1.0,85.0,81.0,79.0,,118.0,91.0,73.0,71.0,78.0,18826,True
M_2006_136_1429_1449,M,2006,136,NCAATourney,0,1,1,1449,1429,75,61,14,136,N,1,0,0,0,0,0,Z05,5.0,Z,Z12,12.0,Z,lorenzo_romar,stew_morrill,22.18918918918919,20.0,9.0,66.0,63.794117647058826,61.0,38.0,105.0,28,59,12,27,7,8,5,17,16,7,11,1,14,25,51,3,13,8,10,9,26,14,22,3,2,14,0.0,154.0,0.0,154.0,133.0,37.0,2.0,27.0,18.0,19.0,17.0,,14.0,20.0,35.0,20.0,23.0,133.0,34.0,0.0,0.0,58.0,53.0,65.0,,87.0,66.0,46.0,67.0,56.0,18827,True
M_2006_137_1107_1163,M,2006,137,NCAATourney,0,1,1,1163,1107,72,59,13,131,N,1,0,0,0,0,0,Z01,1.0,Z,Z16,16.0,Z,jim_calhoun,will_brown,2.3783783783783785,2.0,1.0,8.0,139.54545454545453,147.0,47.0,178.0,27,46,8,16,10,13,7,21,17,16,6,5,9,24,52,4,15,7,8,8,14,12,12,11,1,14,0.0,154.0,0.0,154.0,133.0,37.0,37.0,37.0,2.0,3.0,3.0,,2.0,2.0,3.0,2.0,2.0,133.0,33.0,0.0,0.0,149.0,134.0,153.0,,153.0,137.0,119.0,154.0,120.0,18828,True
M_2006_137_1112_1458,M,2006,137,NCAATourney,0,1,1,1112,1458,94,75,19,169,N,1,0,0,0,0,0,Y08,8.0,Y,Y09,9.0,Y,lute_olson,bo_ryan,39.64705882352941,38.0,18.0,83.0,34.94285714285714,34.0,17.0,80.0,35,59,5,10,19,23,11,25,19,9,9,6,19,25,58,10,20,15,22,12,15,19,10,4,3,17,0.0,154.0,0.0,154.0,133.0,34.0,0.0,3.0,35.0,37.0,44.0,,26.0,35.0,23.0,41.0,47.0,133.0,35.0,0.0,4.0,26.0,31.0,29.0,,40.0,34.0,24.0,36.0,34.0,18829,True
M_2006_137_1116_1137,M,2006,137,NCAATourney,0,1,1,1137,1116,59,55,4,114,N,1,0,0,0,0,0,X09,9.0,X,X08,8.0,X,pat_flannery,stan_heath,40.54545454545455,41.0,8.0,91.0,25.857142857142858,24.0,14.0,45.0,17,44,11,21,14,18,8,21,10,14,10,2,17,19,47,2,12,15,24,12,20,13,13,4,4,15,0.0,154.0,0.0,154.0,133.0,33.0,1.0,10.0,48.0,43.0,42.0,,91.0,42.0,42.0,43.0,41.0,133.0,35.0,0.0,21.0,20.0,28.0,25.0,,16.0,16.0,45.0,19.0,22.0,18830,True
M_2006_137_1133_1242,M,2006,137,NCAATourney,0,1,1,1133,1242,77,73,4,150,N,1,0,0,0,0,0,X13,13.0,X,X04,4.0,X,jim_les,bill_self,41.794117647058826,43.5,22.0,51.0,12.027027027027026,12.0,2.0,23.0,23,52,11,21,20,32,11,24,17,16,6,1,17,26,58,7,18,14,19,11,25,11,18,12,1,25,0.0,154.0,0.0,154.0,133.0,34.0,0.0,1.0,43.0,46.0,37.0,,47.0,32.0,33.0,37.0,33.0,133.0,37.0,12.0,37.0,10.0,16.0,7.0,,4.0,4.0,20.0,11.0,10.0,18831,True
M_2006_137_1143_1301,M,2006,137,NCAATourney,0,1,1,1301,1143,58,52,6,110,N,1,0,0,0,0,0,W10,10.0,W,W07,7.0,W,herb_sendek,ben_braun,32.97142857142857,29.0,17.0,71.0,47.97058823529412,46.5,29.0,88.0,21,42,5,16,11,17,7,18,10,11,5,1,15,20,47,5,16,7,10,9,17,9,13,7,1,18,0.0,154.0,0.0,154.0,133.0,35.0,0.0,11.0,33.0,36.0,24.0,,28.0,25.0,51.0,24.0,36.0,133.0,34.0,0.0,0.0,41.0,47.0,54.0,,46.0,50.0,52.0,51.0,51.0,18832,True
M_2006_137_1172_1326,M,2006,137,NCAATourney,0,1,1,1326,1172,70,62,8,132,N,1,0,0,0,0,0,Y02,2.0,Y,Y15,15.0,Y,thad_matta,bob_mckillop,7.216216216216216,6.0,4.0,13.0,117.24242424242424,121.0,65.0,151.0,26,65,5,22,13,23,15,28,10,4,2,4,13,26,68,5,22,5,7,14,30,13,9,1,3,20,0.0,154.0,0.0,154.0,133.0,37.0,32.0,37.0,6.0,5.0,10.0,,12.0,9.0,5.0,8.0,6.0,133.0,33.0,0.0,0.0,118.0,115.0,135.0,,126.0,120.0,94.0,125.0,109.0,18833,True
M_2006_137_1206_1277,M,2006,137,NCAATourney,0,1,1,1206,1277,75,65,10,140,N,1,0,0,0,0,0,Z11,11.0,Z,Z06,6.0,Z,jim_larranaga,tom_izzo,41.78787878787879,44.0,12.0,77.0,24.8,23.0,13.0,60.0,29,49,5,12,12,26,10,30,7,14,4,6,10,26,60,10,26,3,5,6,18,17,10,2,2,23,0.0,154.0,0.0,154.0,133.0,33.0,0.0,5.0,49.0,45.0,35.0,,75.0,28.0,26.0,38.0,25.0,133.0,35.0,0.0,25.0,19.0,23.0,26.0,,18.0,23.0,18.0,29.0,26.0,18834,True
M_2006_137_1207_1320,M,2006,137,NCAATourney,0,1,1,1207,1320,54,49,5,103,N,1,0,0,0,0,0,Y07,7.0,Y,Y10,10.0,Y,john_thompson_iii,greg_mcdermott,23.486486486486488,21.0,8.0,59.0,36.44117647058823,34.5,21.0,79.0,20,46,5,19,9,14,8,24,15,9,4,4,12,17,48,7,26,8,12,9,22,10,8,4,3,15,0.0,154.0,0.0,154.0,133.0,37.0,1.0,27.0,24.0,27.0,19.0,,20.0,17.0,36.0,16.0,19.0,133.0,34.0,0.0,6.0,31.0,25.0,21.0,,56.0,24.0,25.0,33.0,28.0,18835,True
M_2006_137_1234_1322,M,2006,137,NCAATourney,0,1,1,1322,1234,64,63,1,127,N,1,0,0,0,0,0,W14,14.0,W,W03,3.0,W,mike_mcconathy,steve_alford,78.12121212121212,79.0,29.0,122.0,11.91891891891892,12.0,3.0,20.0,23,60,9,23,9,14,14,17,17,11,9,4,21,18,41,6,18,21,26,9,27,10,19,4,5,17,0.0,154.0,0.0,154.0,133.0,33.0,0.0,0.0,81.0,73.0,100.0,,122.0,74.0,60.0,87.0,85.0,133.0,37.0,10.0,37.0,11.0,12.0,11.0,,13.0,14.0,7.0,15.0,13.0,18836,True
M_2006_137_1245_1338,M,2006,137,NCAATourney,0,1,1,1338,1245,79,64,15,143,N,1,0,0,0,0,0,X05,5.0,X,X12,12.0,X,jamie_dixon,jim_christian,11.567567567567568,11.0,5.0,27.0,57.06060606060606,57.0,17.0,90.0,31,46,6,14,11,15,4,24,18,12,4,7,13,23,59,9,22,9,13,14,15,12,10,6,1,19,0.0,154.0,0.0,154.0,133.0,37.0,14.0,36.0,12.0,10.0,12.0,,11.0,8.0,11.0,10.0,11.0,133.0,33.0,0.0,1.0,62.0,55.0,61.0,,62.0,59.0,48.0,65.0,50.0,18837,True
M_2006_137_1246_1412,M,2006,137,NCAATourney,0,1,1,1246,1412,69,64,5,133,N,1,0,0,0,0,0,Z08,8.0,Z,Z09,9.0,Z,tubby_smith,mike_anderson,35.74285714285714,35.0,21.0,56.0,38.22222222222222,38.5,23.0,75.0,19,61,5,25,26,30,20,27,12,8,2,3,16,25,58,5,24,9,17,13,25,17,10,5,7,20,0.0,154.0,0.0,154.0,133.0,35.0,0.0,4.0,34.0,35.0,38.0,,23.0,30.0,41.0,34.0,37.0,133.0,36.0,0.0,5.0,40.0,33.0,51.0,,52.0,44.0,32.0,44.0,42.0,18838,True
M_2006_137_1272_1331,M,2006,137,NCAATourney,0,1,1,1272,1331,94,78,16,172,N,1,0,0,0,0,0,X01,1.0,X,X16,16.0,X,john_calipari,scott_sutton,5.513513513513513,4.0,2.0,16.0,122.6969696969697,123.0,69.0,152.0,37,61,11,22,9,16,12,21,16,13,10,2,21,28,53,7,15,15,20,7,17,14,13,4,4,17,0.0,154.0,0.0,154.0,133.0,37.0,35.0,37.0,5.0,4.0,6.0,,10.0,7.0,4.0,5.0,5.0,133.0,33.0,0.0,0.0,131.0,128.0,113.0,,109.0,128.0,131.0,121.0,111.0,18839,True
M_2006_137_1284_1437,M,2006,137,NCAATourney,0,1,1,1437,1284,58,45,13,103,N,1,0,0,0,0,0,Y01,1.0,Y,Y16b,16.0,Y,jay_wright,dave_calloway,3.5405405405405403,3.0,2.0,8.0,171.12121212121212,179.0,110.0,199.0,16,52,7,25,19,23,15,25,7,13,13,1,17,14,41,4,17,13,17,6,25,12,18,7,3,17,0.0,154.0,0.0,154.0,133.0,37.0,37.0,37.0,3.0,2.0,4.0,,6.0,3.0,2.0,3.0,3.0,133.0,33.0,0.0,0.0,185.0,170.0,173.0,,190.0,194.0,144.0,177.0,164.0,18840,True
M_2006_137_1293_1314,M,2006,137,NCAATourney,0,1,1,1314,1293,69,65,4,134,N,1,0,0,0,0,0,Z03,3.0,Z,Z14,14.0,Z,roy_williams,mick_cronin,9.486486486486486,10.0,1.0,17.0,77.54545454545455,79.0,28.0,117.0,22,48,5,18,20,25,12,25,15,17,10,3,12,25,65,7,27,8,12,17,16,5,13,9,2,19,0.0,154.0,0.0,154.0,133.0,37.0,21.0,37.0,8.0,11.0,8.0,,1.0,10.0,12.0,9.0,8.0,133.0,33.0,0.0,0.0,79.0,66.0,102.0,,108.0,93.0,65.0,92.0,69.0,18841,True
M_2006_137_1335_1400,M,2006,137,NCAATourney,0,1,1,1400,1335,60,52,8,112,N,1,0,0,0,0,0,W02,2.0,W,W15,15.0,W,rick_barnes,fran_dunphy,6.054054054054054,6.0,2.0,11.0,102.66666666666669,104.0,36.0,152.0,18,45,2,10,22,26,14,28,7,11,4,6,14,17,53,10,27,8,13,11,10,10,8,4,1,20,0.0,154.0,0.0,154.0,133.0,37.0,36.0,37.0,4.0,8.0,2.0,,5.0,6.0,8.0,4.0,4.0,133.0,33.0,0.0,0.0,100.0,93.0,104.0,,119.0,103.0,98.0,97.0,94.0,18842,True
M_2006_137_1356_1452,M,2006,137,NCAATourney,0,1,1,1452,1356,64,46,18,110,N,1,0,0,0,0,0,W06,6.0,W,W11,11.0,W,john_beilein,chris_lowery,24.16216216216216,23.0,14.0,48.0,43.02941176470589,44.5,20.0,67.0,22,50,11,32,9,11,9,22,15,11,8,3,10,20,47,4,13,2,4,6,20,12,15,7,2,14,0.0,154.0,0.0,154.0,133.0,37.0,0.0,29.0,23.0,29.0,18.0,,21.0,18.0,38.0,21.0,24.0,133.0,34.0,0.0,1.0,39.0,30.0,28.0,,53.0,48.0,29.0,45.0,44.0,18843,True
M_2006_138_1104_1417,M,2006,138,NCAATourney,0,1,1,1417,1104,62,59,3,121,N,1,0,0,0,0,0,X02,2.0,X,X10,10.0,X,ben_howland,mark_gottfried,11.594594594594597,12.0,2.0,21.0,55.77142857142857,54.0,18.0,97.0,24,47,9,25,5,13,7,14,17,11,5,4,20,19,39,2,11,19,25,10,20,10,15,7,3,15,0.0,154.0,0.0,154.0,133.0,37.0,15.0,37.0,9.0,7.0,14.0,,7.0,12.0,10.0,13.0,14.0,133.0,35.0,0.0,1.0,47.0,54.0,59.0,,45.0,71.0,57.0,57.0,61.0,18844,True
M_2006_138_1130_1285,M,2006,138,NCAATourney,0,1,1,1130,1285,69,56,13,125,N,1,0,0,0,0,0,Y04,4.0,Y,Y12,12.0,Y,al_skinner,larry_krystkowiak,17.243243243243242,17.0,7.0,38.0,82.66666666666667,84.0,23.0,145.0,27,63,8,17,7,9,15,29,16,8,2,9,11,20,55,7,20,9,11,6,23,19,7,3,3,13,0.0,154.0,0.0,154.0,133.0,37.0,2.0,35.0,17.0,18.0,16.0,,15.0,19.0,22.0,17.0,18.0,133.0,33.0,0.0,1.0,87.0,67.0,82.0,,115.0,90.0,61.0,100.0,71.0,18845,True
M_2006_138_1181_1203,M,2006,138,NCAATourney,0,1,1,1181,1203,74,61,13,135,N,1,0,0,0,0,0,W01,1.0,W,W08,8.0,W,mike_krzyzewski,karl_hobbs,1.4594594594594594,1.0,1.0,5.0,22.56756756756757,19.0,6.0,63.0,21,44,6,16,26,37,9,30,12,18,4,10,15,21,68,5,18,14,19,19,20,10,14,8,3,29,0.0,154.0,0.0,154.0,133.0,37.0,37.0,37.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,133.0,37.0,7.0,27.0,29.0,17.0,22.0,,42.0,31.0,37.0,22.0,16.0,18846,True
M_2006_138_1196_1454,M,2006,138,NCAATourney,0,1,1,1196,1454,82,60,22,142,N,1,0,0,0,0,0,Y03,3.0,Y,Y11,11.0,Y,billy_donovan,rob_jeter,10.08108108108108,9.0,5.0,31.0,63.96969696969697,63.0,37.0,88.0,30,56,8,20,14,19,10,31,17,10,6,7,19,22,61,7,20,9,17,14,19,10,11,6,3,18,0.0,154.0,0.0,154.0,133.0,37.0,26.0,36.0,13.0,13.0,9.0,,8.0,5.0,15.0,6.0,7.0,133.0,33.0,0.0,0.0,63.0,61.0,67.0,,57.0,68.0,53.0,66.0,57.0,18847,True
M_2006_138_1211_1231,M,2006,138,NCAATourney,0,1,1,1211,1231,90,80,10,170,N,1,0,0,0,0,0,X03,3.0,X,X06,6.0,X,mark_few,mike_davis,17.405405405405407,14.0,5.0,47.0,32.57142857142857,30.0,20.0,71.0,28,61,2,11,32,41,14,27,13,7,9,2,14,31,69,16,36,2,6,14,24,18,13,2,3,29,0.0,154.0,0.0,154.0,133.0,37.0,15.0,28.0,16.0,6.0,36.0,,39.0,27.0,9.0,18.0,17.0,133.0,35.0,0.0,9.0,32.0,38.0,20.0,,33.0,41.0,34.0,25.0,30.0,18848,True
M_2006_138_1228_1449,M,2006,138,NCAATourney,0,1,1,1449,1228,67,64,3,131,N,1,0,0,0,0,0,Z05,5.0,Z,Z04,4.0,Z,lorenzo_romar,bruce_weber,22.18918918918919,20.0,9.0,66.0,9.864864864864863,9.0,5.0,26.0,17,45,5,15,28,39,8,27,8,11,5,5,17,25,63,5,18,9,11,10,25,15,12,4,0,28,0.0,154.0,0.0,154.0,133.0,37.0,2.0,27.0,18.0,19.0,17.0,,14.0,20.0,35.0,20.0,23.0,133.0,37.0,25.0,36.0,7.0,9.0,5.0,,9.0,11.0,14.0,7.0,9.0,18849,True
M_2006_138_1261_1401,M,2006,138,NCAATourney,0,1,1,1261,1401,58,57,1,115,N,1,0,0,0,0,0,W04,4.0,W,W12,12.0,W,john_brady,billy_gillispie,15.83783783783784,15.0,3.0,34.0,34.51428571428571,31.0,13.0,103.0,19,54,2,12,18,23,12,23,5,13,4,6,12,22,53,6,13,7,12,10,26,9,17,7,3,22,0.0,154.0,0.0,154.0,133.0,37.0,2.0,35.0,14.0,15.0,13.0,,17.0,13.0,13.0,12.0,12.0,133.0,35.0,0.0,6.0,25.0,34.0,39.0,,19.0,33.0,44.0,39.0,39.0,18850,True
M_2006_138_1397_1455,M,2006,138,NCAATourney,0,1,1,1455,1397,80,73,7,153,N,1,0,0,0,0,0,Z07,7.0,Z,Z02,2.0,Z,mark_turgeon,bruce_pearl,33.0,30.5,13.0,55.0,16.72972972972973,16.0,6.0,38.0,24,48,9,15,23,29,9,25,16,13,3,2,12,27,67,10,29,9,13,18,20,15,10,9,7,20,0.0,154.0,0.0,154.0,133.0,34.0,0.0,5.0,27.0,22.0,31.0,,54.0,39.0,27.0,32.0,27.0,133.0,37.0,3.0,36.0,15.0,14.0,15.0,,22.0,15.0,6.0,14.0,15.0,18851,True
M_2006_139_1112_1437,M,2006,139,NCAATourney,0,1,1,1437,1112,82,78,4,160,N,1,0,0,0,0,0,Y01,1.0,Y,Y08,8.0,Y,jay_wright,lute_olson,3.5405405405405403,3.0,2.0,8.0,39.64705882352941,38.0,18.0,83.0,28,52,9,19,17,20,12,19,13,13,6,4,19,28,65,5,17,17,20,20,14,15,10,7,2,19,0.0,154.0,0.0,154.0,133.0,37.0,37.0,37.0,3.0,2.0,4.0,,6.0,3.0,2.0,3.0,3.0,133.0,34.0,0.0,3.0,35.0,37.0,44.0,,26.0,35.0,23.0,41.0,47.0,18852,True
M_2006_139_1133_1338,M,2006,139,NCAATourney,0,1,1,1133,1338,72,66,6,138,N,1,0,0,0,0,0,X13,13.0,X,X05,5.0,X,jim_les,jamie_dixon,41.794117647058826,43.5,22.0,51.0,11.567567567567568,11.0,5.0,27.0,22,59,2,6,26,32,16,24,14,8,8,2,16,25,61,6,20,10,11,12,26,11,14,2,2,23,0.0,154.0,0.0,154.0,133.0,34.0,0.0,1.0,43.0,46.0,37.0,,47.0,32.0,33.0,37.0,33.0,133.0,37.0,14.0,36.0,12.0,10.0,12.0,,11.0,8.0,11.0,10.0,11.0,18853,True
